"destination_country","origin_country","Rank","1990","1995","2000","2005","2010","2015","2019"
"Germany","Lithuania",3297,0,0,0,0,0,0,46083
"Venezuela (Bolivarian Republic of)","Peru",3298,0,0,0,0,0,0,46044
"Sweden","Iraq",3299,0,46038,0,0,0,0,0
"Canada","Romania",3300,0,46036,0,0,0,0,0
"Belgium","Spain",3301,0,0,0,0,0,46030,0
"Hungary","North Macedonia",3302,46027,0,0,0,0,0,0
"Bangladesh","United States of America",3303,0,0,0,0,0,46008,0
"United Kingdom","Nigeria",3304,45984,0,0,0,0,0,0
"Nigeria","Niger",3305,0,0,45868,0,0,0,0
"New Zealand","Samoa",3306,0,0,45849,0,0,0,0
"New Zealand","Fiji",3307,0,0,0,0,45823,0,0
"Malawi","Zambia",3308,0,0,45797,0,0,0,0
"Austria","Romania",3309,0,0,0,45724,0,0,0
"Belgium","Democratic Republic of the Congo",3310,45711,0,0,0,0,0,0
"Republic of Korea","Philippines",3311,0,0,0,0,0,45706,0
"United States of America","Uganda",3312,0,0,0,0,0,45703,0
"United States of America","Senegal",3313,0,0,0,0,0,0,45695
"Germany","India",3314,0,0,0,45659,0,0,0
"Switzerland","United Kingdom",3315,0,0,0,0,0,45658,0
"Australia","Indonesia",3316,0,45651,0,0,0,0,0
"Germany","Lebanon",3317,45648,0,0,0,0,0,0
"United States of America","Yemen",3318,0,0,0,0,0,45642,0
"Greece","Cyprus",3319,45588,0,0,0,0,0,0
"Italy","United Kingdom",3320,0,45568,0,0,0,0,0
"Sweden","Denmark",3321,0,0,0,0,45548,0,0
"Czechia","Viet Nam",3322,0,0,0,0,0,45525,0
"Kuwait","Sudan",3323,0,0,0,0,0,45525,0
"Romania","Republic of Moldova",3324,0,45512,0,0,0,0,0
"Germany","Philippines",3325,0,0,0,0,45508,0,0
"Republic of Korea","Viet Nam",3326,0,0,0,45497,0,0,0
"Martinique","France",3327,0,0,0,0,45448,0,0
"Italy","Serbia",3328,0,0,0,0,0,0,45410
"Japan","Thailand",3329,0,0,0,0,0,45379,0
"Senegal","Mauritania",3330,0,0,0,0,0,45357,0
"United Arab Emirates","Sri Lanka",3331,0,0,45340,0,0,0,0
"United States of America","Sudan",3332,0,0,0,0,0,45327,0
"Canada","Haiti",3333,0,45292,0,0,0,0,0
"Kuwait","Philippines",3334,0,45266,0,0,0,0,0
"Brunei Darussalam","Malaysia",3335,0,0,45258,0,0,0,0
"Kazakhstan","Dem. People's Republic of Korea",3336,0,0,45244,0,0,0,0
"Italy","United States of America",3337,0,45212,0,0,0,0,0
"Gambia","Guinea",3338,0,0,0,0,0,0,45163
"France","India",3339,0,0,0,0,45131,0,0
"United Kingdom","Malaysia",3340,0,45112,0,0,0,0,0
"Australia","Zimbabwe",3341,0,0,0,0,0,0,45102
"Luxembourg","France",3342,0,0,0,0,0,0,45063
"United States of America","Zimbabwe",3343,0,0,0,0,45037,0,0
"United States of America","Sierra Leone",3344,0,0,0,0,0,0,45031
"Canada","State of Palestine",3345,0,0,0,0,0,0,45023
"Greece","Romania",3346,0,0,0,0,0,0,45020
"Gabon","Equatorial Guinea",3347,0,0,44984,0,0,0,0
"Italy","Senegal",3348,44973,0,0,0,0,0,0
"Iraq","Iran (Islamic Republic of)",3349,0,44953,0,0,0,0,0
"France","Sri Lanka",3350,0,0,0,0,44946,0,0
"Japan","Indonesia",3351,0,0,0,0,0,0,44937
"United States of America","Iraq",3352,44916,0,0,0,0,0,0
"Germany","North Macedonia",3353,0,44914,0,0,0,0,0
"United Kingdom","Greece",3354,0,0,0,0,0,44885,0
"Rwanda","United Republic of Tanzania",3355,0,0,0,0,0,0,44877
"United Kingdom","Spain",3356,0,44874,0,0,0,0,0
"Japan","United States of America",3357,0,0,44859,0,0,0,0
"Guinea","Mali",3358,0,0,0,0,0,0,44855
"Spain","Mexico",3359,0,0,0,0,44801,0,0
"Côte d'Ivoire","Nigeria",3360,0,0,0,0,0,0,44791
"Malaysia","Singapore",3361,0,0,44779,0,0,0,0
"Netherlands","Curaçao",3362,0,44774,0,0,0,0,0
"Sweden","Norway",3363,0,0,0,44773,0,0,0
"Germany","Syrian Arab Republic",3364,0,0,0,0,0,44761,0
"Bhutan","India",3365,0,0,0,0,0,44732,0
"Australia","Egypt",3366,0,0,0,0,0,44680,0
"Italy","Ghana",3367,0,0,0,0,44622,0,0
"Qatar","Philippines",3368,0,0,44593,0,0,0,0
"Australia","Malta",3369,0,0,0,0,0,0,44552
"Oman","Philippines",3370,0,0,0,0,0,0,44546
"Niger","Mali",3371,0,0,0,0,44537,0,0
"Senegal","Guinea",3372,0,44519,0,0,0,0,0
"United Arab Emirates","Yemen",3373,44514,0,0,0,0,0,0
"Italy","North Macedonia",3374,0,0,44512,0,0,0,0
"Austria","Hungary",3375,0,0,0,0,0,44468,0
"United Arab Emirates","Syrian Arab Republic",3376,0,0,0,0,44428,0,0
"United Arab Emirates","Sri Lanka",3377,44420,0,0,0,0,0,0
"Cambodia","Viet Nam",3378,0,44367,0,0,0,0,0
"Brazil","Italy",3379,0,0,0,0,0,44366,0
"France","Lao People's Democratic Republic",3380,0,0,0,0,0,44338,0
"Qatar","Philippines",3381,0,44332,0,0,0,0,0
"Australia","Serbia",3382,44312,0,0,0,0,0,0
"France","Lebanon",3383,0,0,0,0,44287,0,0
"South Africa","Namibia",3384,0,0,44274,0,0,0,0
"Canada","Spain",3385,0,0,0,0,0,44223,0
"United States of America","Switzerland",3386,0,0,44200,0,0,0,0
"Libya","Syrian Arab Republic",3387,0,0,0,0,0,0,44184
"Mexico","Guatemala",3388,0,0,0,0,0,0,44178
"Switzerland","North Macedonia",3389,0,0,0,44147,0,0,0
"Venezuela (Bolivarian Republic of)","Peru",3390,0,0,0,0,44126,0,0
"Kazakhstan","Turkey",3391,0,0,0,0,44089,0,0
"Zambia","Democratic Republic of the Congo",3392,0,0,0,0,0,0,44073
"Australia","Malta",3393,0,0,0,0,0,44070,0
"Germany","Nigeria",3394,0,0,0,0,0,0,44015
"United States of America","Republic of Moldova",3395,0,0,0,0,0,43928,0
"Qatar","Indonesia",3396,0,0,0,0,0,0,43909
"New Caledonia","France",3397,0,0,0,0,0,43901,0
"Niger","Mali",3398,0,0,0,43840,0,0,0
"Burkina Faso","Mali",3399,0,0,0,0,0,43815,0
"United States of America","Ghana",3400,0,43808,0,0,0,0,0
"Japan","United States of America",3401,0,43792,0,0,0,0,0
"Germany","Sri Lanka",3402,0,43756,0,0,0,0,0
"Sweden","Thailand",3403,0,0,0,0,0,0,43741
"Brazil","Spain",3404,0,0,43708,0,0,0,0
"Canada","Hungary",3405,0,0,0,43689,0,0,0
"Canada","El Salvador",3406,0,0,0,0,43655,0,0
"Malawi","Zambia",3407,0,0,0,43640,0,0,0
"Denmark","Poland",3408,0,0,0,0,0,0,43640
"United Arab Emirates","Sri Lanka",3409,0,43576,0,0,0,0,0
"Italy","Switzerland",3410,43544,0,0,0,0,0,0
"Martinique","France",3411,0,0,0,43513,0,0,0
"Colombia","Venezuela (Bolivarian Republic of)",3412,0,0,0,0,43511,0,0
"Bangladesh","United States of America",3413,0,0,0,0,43455,0,0
"United States of America","Switzerland",3414,0,0,0,0,0,43436,0
"Italy","Serbia",3415,0,0,0,0,0,43435,0
"Sweden","Norway",3416,0,0,0,0,43430,0,0
"United States of America","State of Palestine",3417,0,0,0,0,0,0,43387
"France","Romania",3418,0,0,0,43381,0,0,0
"Côte d'Ivoire","Nigeria",3419,0,0,0,0,0,43365,0
"Rwanda","United Republic of Tanzania",3420,0,0,0,43346,0,0,0
"Greece","United States of America",3421,43336,0,0,0,0,0,0
"Italy","Egypt",3422,0,0,43336,0,0,0,0
"Albania","Greece",3423,0,43331,0,0,0,0,0
"Senegal","Guinea",3424,0,0,0,43297,0,0,0
"Netherlands","United Kingdom",3425,0,0,43294,0,0,0,0
"Lithuania","Ukraine",3426,43228,0,0,0,0,0,0
"Republic of Moldova","Ukraine",3427,0,0,0,0,0,43223,0
"Finland","Sweden",3428,0,0,0,0,0,0,43205
"Germany","Sri Lanka",3429,0,0,0,0,0,0,43198
"Italy","Poland",3430,0,0,43160,0,0,0,0
"Germany","Montenegro",3431,0,0,43133,0,0,0,0
"Italy","India",3432,0,0,43109,0,0,0,0
"Kuwait","Indonesia",3433,0,0,43100,0,0,0,0
"Australia","Singapore",3434,0,0,0,43070,0,0,0
"Estonia","Ukraine",3435,43063,0,0,0,0,0,0
"Niger","Mali",3436,0,0,43060,0,0,0,0
"Rwanda","United Republic of Tanzania",3437,0,0,0,0,43060,0,0
"Qatar","Indonesia",3438,0,0,0,0,0,43049,0
"Togo","Ghana",3439,0,0,0,0,42991,0,0
"Malawi","Zambia",3440,0,0,0,0,0,0,42971
"Germany","Syrian Arab Republic",3441,0,0,0,0,42959,0,0
"United Kingdom","Mauritius",3442,0,0,0,0,0,42943,0
"Germany","Sri Lanka",3443,0,0,0,42932,0,0,0
"Australia","Turkey",3444,0,0,0,0,0,0,42880
"Malawi","Zambia",3445,0,0,0,0,42865,0,0
"France","United States of America",3446,0,0,42863,0,0,0,0
"Saudi Arabia","Iraq",3447,42857,0,0,0,0,0,0
"Mexico","Guatemala",3448,0,0,0,0,0,42850,0
"France","Netherlands",3449,0,0,0,0,0,0,42826
"Brunei Darussalam","Malaysia",3450,0,42782,0,0,0,0,0
"Rwanda","United Republic of Tanzania",3451,0,0,0,0,0,42776,0
"United Kingdom","Malaysia",3452,42754,0,0,0,0,0,0
"United Kingdom","United Republic of Tanzania",3453,0,0,0,0,0,42713,0
"United Kingdom","Ghana",3454,0,42703,0,0,0,0,0
"Spain","Philippines",3455,0,0,0,0,0,42659,0
"Ethiopia","Sudan",3456,0,0,0,0,0,0,42651
"Iraq","Iran (Islamic Republic of)",3457,0,0,42602,0,0,0,0
"Sweden","Denmark",3458,0,0,0,42602,0,0,0
"United States of America","Lithuania",3459,0,0,0,0,0,0,42600
"Senegal","Guinea",3460,42570,0,0,0,0,0,0
"United Kingdom","Thailand",3461,0,0,0,0,0,0,42556
"Republic of Moldova","Ukraine",3462,0,0,0,0,0,0,42548
"Austria","Czechia",3463,0,0,0,42540,0,0,0
"Austria","Poland",3464,0,0,42528,0,0,0,0
"Sweden","Turkey",3465,0,0,0,0,42527,0,0
"United States of America","Switzerland",3466,0,0,0,42514,0,0,0
"South Africa","Portugal",3467,0,0,0,0,0,42487,0
"Sweden","Norway",3468,0,0,42464,0,0,0,0
"Canada","Curaçao",3469,0,0,0,0,0,0,42461
"Bhutan","India",3470,0,0,0,0,42383,0,0
"Malawi","Zambia",3471,0,0,0,0,0,42362,0
"United Kingdom","Slovakia",3472,0,0,0,0,0,42349,0
"Ireland","Lithuania",3473,0,0,0,0,0,0,42347
"Canada","Mexico",3474,0,0,42332,0,0,0,0
"United States of America","Senegal",3475,0,0,0,0,0,42314,0
"South Africa","India",3476,0,0,0,0,0,0,42302
"United States of America","Sri Lanka",3477,0,0,0,0,42299,0,0
"Germany","Pakistan",3478,0,0,0,0,0,42295,0
"Spain","United States of America",3479,0,0,0,0,0,42291,0
"Bahrain","Philippines",3480,0,0,0,0,42281,0,0
"New Zealand","Samoa",3481,42264,0,0,0,0,0,0
"Burkina Faso","Mali",3482,0,0,42260,0,0,0,0
"United States of America","Norway",3483,42240,0,0,0,0,0,0
"Spain","Portugal",3484,0,42238,0,0,0,0,0
"United Kingdom","Malta",3485,0,0,0,0,0,0,42224
"Singapore","Pakistan",3486,0,0,42217,0,0,0,0
"Uzbekistan","Tajikistan",3487,0,0,0,42216,0,0,0
"United States of America","Malaysia",3488,0,42203,0,0,0,0,0
"Spain","Peru",3489,0,0,42184,0,0,0,0
"United Arab Emirates","Sudan",3490,0,42130,0,0,0,0,0
"United States of America","Venezuela (Bolivarian Republic of)",3491,42119,0,0,0,0,0,0
"France","Lebanon",3492,0,0,0,42108,0,0,0
"Switzerland","Poland",3493,0,0,0,0,0,0,42095
"United States of America","Switzerland",3494,0,0,0,0,42090,0,0
"United Kingdom","Somalia",3495,0,0,42089,0,0,0,0
"Kenya","United Republic of Tanzania",3496,0,0,0,42082,0,0,0
"Sweden","Norway",3497,0,0,0,0,0,42074,0
"Poland","France",3498,0,42043,0,0,0,0,0
"Canada","State of Palestine",3499,0,0,0,0,0,42015,0
"Italy","Dominican Republic",3500,0,0,0,0,0,42011,0
"Germany","Lithuania",3501,0,0,0,0,0,42010,0
"Hungary","Ukraine",3502,0,0,0,0,0,41990,0
"Canada","Egypt",3503,0,0,0,41983,0,0,0
"Italy","Sri Lanka",3504,0,0,41977,0,0,0,0
"United States of America","Sudan",3505,0,0,0,0,41940,0,0
"Burkina Faso","Mali",3506,0,0,0,0,41902,0,0
"Sweden","Norway",3507,0,0,0,0,0,0,41885
"China","Indonesia",3508,0,0,0,0,0,0,41882
"Sweden","Denmark",3509,0,0,0,0,0,41870,0
"Israel","France",3510,0,0,0,0,0,41847,0
"Australia","Egypt",3511,0,0,0,0,41830,0,0
"Hungary","Serbia",3512,0,0,0,0,0,0,41807
"Qatar","United Arab Emirates",3513,0,41796,0,0,0,0,0
"Bahrain","Egypt",3514,0,0,0,41784,0,0,0
"Japan","Viet Nam",3515,0,0,0,0,41781,0,0
"Norway","Sweden",3516,0,0,0,0,41781,0,0
"United Kingdom","Romania",3517,0,0,0,41778,0,0,0
"South Africa","Eswatini",3518,0,0,0,41770,0,0,0
"United States of America","Kenya",3519,0,0,41715,0,0,0,0
"United States of America","Sierra Leone",3520,0,0,0,0,0,41701,0
"Italy","Egypt",3521,0,41691,0,0,0,0,0
"France","Lao People's Democratic Republic",3522,0,0,0,41673,0,0,0
"United States of America","Switzerland",3523,0,41667,0,0,0,0,0
"France","Mauritius",3524,0,0,0,0,41634,0,0
"Mauritania","Mali",3525,0,41626,0,0,0,0,0
"Egypt","Sudan",3526,0,0,0,0,0,41589,0
"Sweden","Germany",3527,0,0,0,41584,0,0,0
"Côte d'Ivoire","Nigeria",3528,0,0,0,0,41583,0,0
"Martinique","France",3529,0,0,41569,0,0,0,0
"France","United States of America",3530,0,41562,0,0,0,0,0
"Italy","Nigeria",3531,0,0,0,41515,0,0,0
"Zambia","Mozambique",3532,41455,0,0,0,0,0,0
"New Zealand","India",3533,0,0,0,41448,0,0,0
"Burundi","Democratic Republic of the Congo",3534,0,41447,0,0,0,0,0
"Belgium","Spain",3535,41437,0,0,0,0,0,0
"Kyrgyzstan","Ukraine",3536,0,0,0,41421,0,0,0
"Switzerland","Serbia",3537,0,41386,0,0,0,0,0
"Netherlands","Iraq",3538,0,0,0,0,0,41384,0
"United States of America","Serbia",3539,0,0,0,0,0,0,41382
"Spain","Honduras",3540,0,0,0,0,0,41333,0
"Brazil","Spain",3541,0,0,0,0,0,0,41321
"United Arab Emirates","Lebanon",3542,0,0,0,0,0,0,41293
"Japan","Thailand",3543,0,0,0,0,41279,0,0
"Malawi","Zimbabwe",3544,0,41271,0,0,0,0,0
"Côte d'Ivoire","Togo",3545,0,0,0,0,0,0,41253
"France","Madagascar",3546,0,0,41245,0,0,0,0
"Kenya","Sudan",3547,0,41215,0,0,0,0,0
"France","Netherlands",3548,0,0,0,0,41166,0,0
"Kuwait","Sudan",3549,0,0,0,0,41140,0,0
"France","India",3550,0,0,0,41118,0,0,0
"Switzerland","United Kingdom",3551,0,0,0,0,41104,0,0
"France","Lebanon",3552,0,0,41094,0,0,0,0
"Myanmar","India",3553,41093,0,0,0,0,0,0
"United Kingdom","Iran (Islamic Republic of)",3554,0,0,41087,0,0,0,0
"Portugal","Ukraine",3555,0,0,0,0,41047,0,0
"Kazakhstan","Republic of Korea",3556,41045,0,0,0,0,0,0
"Netherlands","Iraq",3557,0,0,0,0,41043,0,0
"New Zealand","Samoa",3558,0,41030,0,0,0,0,0
"United States of America","Fiji",3559,0,0,0,0,40945,0,0
"Norway","Lithuania",3560,0,0,0,0,0,0,40888
"Jordan","Iraq",3561,0,40831,0,0,0,0,0
"South Africa","Italy",3562,0,0,0,0,0,0,40824
"Republic of Moldova","Russian Federation",3563,0,0,0,0,0,40760,0
"Australia","France",3564,0,0,0,0,0,0,40733
"United Kingdom","Latvia",3565,0,0,0,0,0,40726,0
"Australia","North Macedonia",3566,40724,0,0,0,0,0,0
"Israel","France",3567,0,0,0,0,0,0,40694
"Romania","Republic of Moldova",3568,0,0,0,40681,0,0,0
"Ireland","Poland",3569,0,0,40650,0,0,0,0
"Australia","Egypt",3570,40628,0,0,0,0,0,0
"Israel","Ethiopia",3571,40595,0,0,0,0,0,0
"United Kingdom","Hungary",3572,0,0,0,0,0,40593,0
"Germany","Pakistan",3573,0,0,0,0,40592,0,0
"Israel","France",3574,0,0,0,0,40576,0,0
"France","Mauritius",3575,0,0,40565,0,0,0,0
"Canada","South Africa",3576,0,0,0,0,40555,0,0
"Afghanistan","Tajikistan",3577,40537,0,0,0,0,0,0
"Switzerland","Spain",3578,0,0,40529,0,0,0,0
"Italy","United States of America",3579,0,0,0,40484,0,0,0
"France","Netherlands",3580,0,0,0,0,0,40459,0
"Mali","Guinea",3581,0,0,0,0,0,0,40457
"Italy","Ghana",3582,0,0,0,40455,0,0,0
"Italy","Dominican Republic",3583,0,0,0,0,40445,0,0
"Guadeloupe","France",3584,0,40430,0,0,0,0,0
"Poland","Russian Federation",3585,0,0,0,0,0,0,40399
"China","Philippines",3586,0,40390,0,0,0,0,0
"Cambodia","Viet Nam",3587,0,0,0,0,40384,0,0
"Gambia","Guinea",3588,0,0,0,0,0,40369,0
"Ethiopia","Eritrea",3589,0,0,0,0,40354,0,0
"Australia","Fiji",3590,0,40344,0,0,0,0,0
"Germany","Lithuania",3591,0,0,0,0,40319,0,0
"Brunei Darussalam","Malaysia",3592,40306,0,0,0,0,0,0
"Israel","Tunisia",3593,40293,0,0,0,0,0,0
"Serbia","North Macedonia",3594,0,40287,0,0,0,0,0
"France","United States of America",3595,40260,0,0,0,0,0,0
"Finland","Sweden",3596,0,0,0,0,40255,0,0
"Australia","Japan",3597,0,0,0,0,40250,0,0
"Senegal","Guinea",3598,0,0,40236,0,0,0,0
"United Kingdom","Singapore",3599,0,0,0,0,40236,0,0
"Canada","Morocco",3600,0,0,0,40230,0,0,0
"United Kingdom","New Zealand",3601,40222,0,0,0,0,0,0
"Luxembourg","Portugal",3602,0,40221,0,0,0,0,0
"Greece","Turkmenistan",3603,40196,0,0,0,0,0,0
"United States of America","State of Palestine",3604,0,0,0,0,0,40177,0
"Australia","Zimbabwe",3605,0,0,0,0,0,40170,0
"Sweden","Iran (Islamic Republic of)",3606,40154,0,0,0,0,0,0
"Sweden","Poland",3607,0,0,40123,0,0,0,0
"Republic of Moldova","Russian Federation",3608,0,0,0,0,0,0,40123
"Bangladesh","Viet Nam",3609,40088,0,0,0,0,0,0
"Libya","Somalia",3610,0,40088,0,0,0,0,0
"Albania","Greece",3611,40087,0,0,0,0,0,0
"Italy","Romania",3612,40066,0,0,0,0,0,0
"Italy","Egypt",3613,40045,0,0,0,0,0,0
"France","Lao People's Democratic Republic",3614,0,0,0,0,40025,0,0
"United States of America","Liberia",3615,0,0,40020,0,0,0,0
"Canada","Curaçao",3616,0,0,0,0,40015,0,0
"United Kingdom","Nepal",3617,0,0,0,0,0,0,40003
"France","Madagascar",3618,0,39993,0,0,0,0,0
"Canada","El Salvador",3619,0,0,0,39970,0,0,0
"Côte d'Ivoire","Togo",3620,0,0,0,0,0,39940,0
"Kenya","United Republic of Tanzania",3621,0,0,0,0,0,39935,0
"Latvia","Ukraine",3622,0,0,0,0,39933,0,0
"Australia","Egypt",3623,0,39901,0,0,0,0,0
"Nigeria","Niger",3624,0,39858,0,0,0,0,0
"United States of America","Jordan",3625,0,39858,0,0,0,0,0
"New Zealand","South Africa",3626,0,0,0,39855,0,0,0
"France","Lebanon",3627,0,39847,0,0,0,0,0
"Venezuela (Bolivarian Republic of)","Peru",3628,0,0,0,39846,0,0,0
"New Zealand","Philippines",3629,0,0,0,0,0,0,39837
"Chile","Haiti",3630,0,0,0,0,0,39825,0
"Australia","Turkey",3631,0,0,0,0,39810,0,0
"Côte d'Ivoire","Nigeria",3632,0,0,0,39801,0,0,0
"Spain","Russian Federation",3633,0,0,0,39783,0,0,0
"China","Indonesia",3634,0,0,0,0,0,39736,0
"Malawi","Zimbabwe",3635,0,0,39732,0,0,0,0
"Australia","Turkey",3636,0,0,0,0,0,39710,0
"Hungary","Serbia",3637,0,0,0,0,0,39691,0
"Cyprus","United Kingdom",3638,0,0,0,0,39673,0,0
"Finland","Sweden",3639,0,0,0,0,0,39644,0
"Canada","Curaçao",3640,0,0,0,0,0,39624,0
"Sweden","Norway",3641,0,39596,0,0,0,0,0
"United Kingdom","Egypt",3642,0,0,0,0,0,0,39593
"Bangladesh","Nepal",3643,0,0,0,0,0,0,39573
"Poland","Russian Federation",3644,0,0,0,0,39565,0,0
"Ethiopia","Sudan",3645,0,0,0,0,0,39539,0
"United States of America","Lithuania",3646,0,0,0,0,0,39449,0
"Japan","Viet Nam",3647,0,0,0,39408,0,0,0
"Germany","Sri Lanka",3648,0,0,0,0,0,39380,0
"Sierra Leone","Guinea",3649,0,0,0,0,0,39375,0
"France","Mauritius",3650,0,39333,0,0,0,0,0
"Turkey","Iran (Islamic Republic of)",3651,0,0,0,0,0,39332,0
"Sri Lanka","India",3652,39329,0,0,0,0,0,0
"Israel","Tunisia",3653,0,39320,0,0,0,0,0
"Albania","Greece",3654,0,0,0,39315,0,0,0
"Switzerland","United States of America",3655,0,0,0,0,0,0,39304
"Australia","Serbia",3656,0,0,0,39290,0,0,0
"Kazakhstan","Turkey",3657,0,0,0,39266,0,0,0
"South Africa","Portugal",3658,0,0,0,0,39257,0,0
"Nigeria","Mali",3659,0,39251,0,0,0,0,0
"Azerbaijan","Russian Federation",3660,39234,0,0,0,0,0,0
"United States of America","Eritrea",3661,0,0,0,0,0,0,39234
"Sweden","Denmark",3662,0,0,0,0,0,0,39205
"Qatar","United Arab Emirates",3663,39178,0,0,0,0,0,0
"United Kingdom","Singapore",3664,0,0,39131,0,0,0,0
"United States of America","Switzerland",3665,39130,0,0,0,0,0,0
"Kenya","United Republic of Tanzania",3666,0,0,0,0,39120,0,0
"Switzerland","North Macedonia",3667,0,0,39114,0,0,0,0
"Australia","Indonesia",3668,39102,0,0,0,0,0,0
"United Kingdom","Netherlands",3669,0,0,39100,0,0,0,0
"Germany","Uzbekistan",3670,0,0,0,0,0,0,39088
"Canada","Hungary",3671,0,0,0,0,0,0,39071
"Netherlands","United Kingdom",3672,0,39070,0,0,0,0,0
"Bangladesh","Nepal",3673,0,0,0,0,0,39059,0
"Canada","Serbia",3674,0,0,0,0,39030,0,0
"United States of America","Singapore",3675,0,0,0,0,0,0,39018
"Canada","Hungary",3676,0,0,0,0,38985,0,0
"France","Mauritius",3677,0,0,0,38979,0,0,0
"Gambia","Guinea",3678,0,0,0,0,38965,0,0
"Switzerland","Serbia",3679,38963,0,0,0,0,0,0
"Belgium","Spain",3680,0,38946,0,0,0,0,0
"United Kingdom","Sweden",3681,0,0,0,0,0,0,38937
"Japan","Thailand",3682,0,0,0,38934,0,0,0
"United Kingdom","Russian Federation",3683,0,0,0,0,0,0,38917
"Brazil","Paraguay",3684,0,0,0,0,38911,0,0
"Malaysia","Philippines",3685,0,0,0,0,38871,0,0
"Spain","Philippines",3686,0,0,0,0,38863,0,0
"Canada","El Salvador",3687,0,0,38826,0,0,0,0
"Czechia","Zambia",3688,0,0,0,0,0,0,38824
"Sweden","Iraq",3689,38795,0,0,0,0,0,0
"United Kingdom","Turkey",3690,0,38795,0,0,0,0,0
"United Kingdom","Philippines",3691,0,0,38793,0,0,0,0
"Sweden","Thailand",3692,0,0,0,0,0,38792,0
"New Zealand","Philippines",3693,0,0,0,0,0,38756,0
"Cambodia","Viet Nam",3694,0,0,0,0,0,0,38744
"France","Madagascar",3695,38740,0,0,0,0,0,0
"Australia","Egypt",3696,0,0,0,38740,0,0,0
"Kuwait","Sri Lanka",3697,0,0,0,0,0,0,38707
"Spain","Venezuela (Bolivarian Republic of)",3698,0,38704,0,0,0,0,0
"Netherlands","Curaçao",3699,38636,0,0,0,0,0,0
"Germany","Sri Lanka",3700,38618,0,0,0,0,0,0
"France","Lebanon",3701,38599,0,0,0,0,0,0
"Libya","Sudan",3702,38599,0,0,0,0,0,0
"Romania","Italy",3703,0,0,0,0,0,38580,0
"Ireland","Lithuania",3704,0,0,0,0,0,38572,0
"United States of America","Grenada",3705,0,0,0,0,0,0,38501
"Germany","Pakistan",3706,0,0,0,38473,0,0,0
"United Arab Emirates","Lebanon",3707,0,0,0,0,0,38446,0
"Spain","Switzerland",3708,0,38443,0,0,0,0,0
"Denmark","Germany",3709,0,0,0,0,0,38443,0
"Canada","South Africa",3710,0,0,0,38430,0,0,0
"United Kingdom","Sri Lanka",3711,38424,0,0,0,0,0,0
"Gambia","Guinea",3712,0,0,38423,0,0,0,0
"Kyrgyzstan","Kazakhstan",3713,38405,0,0,0,0,0,0
"Romania","Republic of Moldova",3714,0,0,38405,0,0,0,0
"Mauritania","Senegal",3715,0,0,0,0,38381,0,0
"Japan","United States of America",3716,38375,0,0,0,0,0,0
"Denmark","Germany",3717,0,0,0,0,0,0,38375
"United States of America","Serbia",3718,0,0,0,0,0,38320,0
"Niger","Nigeria",3719,38319,0,0,0,0,0,0
"Côte d'Ivoire","Togo",3720,0,0,0,0,38299,0,0
"Canada","Haiti",3721,38271,0,0,0,0,0,0
"Uganda","Kenya",3722,0,0,0,0,38271,0,0
"Uganda","Kenya",3723,0,0,0,0,0,38254,0
"Germany","Tunisia",3724,0,0,0,0,0,0,38220
"United Kingdom","Singapore",3725,0,0,0,38195,0,0,0
"Austria","Poland",3726,0,38190,0,0,0,0,0
"Sweden","Denmark",3727,0,0,38190,0,0,0,0
"Qatar","United Arab Emirates",3728,0,0,38184,0,0,0,0
"Sweden","Germany",3729,0,0,38155,0,0,0,0
"Kuwait","Indonesia",3730,38147,0,0,0,0,0,0
"Poland","Russian Federation",3731,0,0,0,0,0,38147,0
"Gambia","Guinea",3732,0,0,0,38128,0,0,0
"France","Mauritius",3733,38101,0,0,0,0,0,0
"Belgium","Portugal",3734,0,0,0,0,0,0,38096
"Armenia","Georgia",3735,0,0,0,0,0,38094,0
"Hungary","Russian Federation",3736,38081,0,0,0,0,0,0
"Austria","Czechia",3737,0,0,38058,0,0,0,0
"Mauritania","Senegal",3738,0,0,0,38053,0,0,0
"Austria","Hungary",3739,0,0,0,0,38020,0,0
"Côte d'Ivoire","Nigeria",3740,0,0,38019,0,0,0,0
"United States of America","Uruguay",3741,0,0,0,37981,0,0,0
"Myanmar","India",3742,0,37969,0,0,0,0,0
"Burundi","Democratic Republic of the Congo",3743,0,0,37951,0,0,0,0
"Switzerland","North Macedonia",3744,0,37897,0,0,0,0,0
"Armenia","Georgia",3745,0,0,0,0,0,0,37886
"Malawi","Zimbabwe",3746,0,0,0,37861,0,0,0
"Spain","India",3747,0,0,0,0,0,0,37857
"Sweden","Somalia",3748,0,0,0,0,37846,0,0
"United Kingdom","Spain",3749,37827,0,0,0,0,0,0
"United Kingdom","Viet Nam",3750,0,0,0,0,0,0,37805
"Sweden","India",3751,0,0,0,0,0,0,37803
"Germany","Sri Lanka",3752,0,0,0,0,37795,0,0
"Ireland","Lithuania",3753,0,0,0,0,37759,0,0
"United States of America","Lithuania",3754,0,0,0,0,37759,0,0
"South Africa","India",3755,0,0,0,0,0,37740,0
"Mauritania","Senegal",3756,0,0,37730,0,0,0,0
"United States of America","Norway",3757,0,37720,0,0,0,0,0
"Cyprus","United Kingdom",3758,0,0,0,0,0,37704,0
"Cyprus","United Kingdom",3759,0,0,0,0,0,0,37684
"Denmark","Syrian Arab Republic",3760,0,0,0,0,0,0,37667
