"destination_country","origin_country","Rank","1990","1995","2000","2005","2010","2015","2019"
"Spain","Pakistan",2839,0,0,0,0,56836,0,0
"Gabon","Equatorial Guinea",2840,0,0,0,0,56815,0,0
"Italy","France",2841,0,56690,0,0,0,0,0
"United Arab Emirates","Kuwait",2842,0,0,0,0,56684,0,0
"Spain","Switzerland",2843,0,0,0,56682,0,0,0
"Guadeloupe","France",2844,0,0,0,0,0,0,56600
"Sierra Leone","Guinea",2845,0,0,0,56539,0,0,0
"United Kingdom","Uganda",2846,0,0,0,0,56501,0,0
"Austria","Poland",2847,0,0,0,0,56421,0,0
"Channel Islands","United Kingdom",2848,0,0,0,56412,0,0,0
"New Zealand","South Africa",2849,0,0,0,0,0,56396,0
"Kenya","Sudan",2850,0,0,56360,0,0,0,0
"United Kingdom","New Zealand",2851,0,0,56350,0,0,0,0
"Spain","Senegal",2852,0,0,0,0,56349,0,0
"New Zealand","Fiji",2853,0,0,0,0,0,0,56344
"Japan","United States of America",2854,0,0,0,0,0,0,56321
"Poland","Russian Federation",2855,0,0,56310,0,0,0,0
"Canada","Morocco",2856,0,0,0,0,56280,0,0
"United States of America","Sweden",2857,0,0,0,0,0,0,56279
"Australia","Poland",2858,0,0,0,0,0,0,56275
"State of Palestine","Jordan",2859,0,0,0,0,56259,0,0
"Costa Rica","El Salvador",2860,56257,0,0,0,0,0,0
"United States of America","Uruguay",2861,0,0,0,0,0,0,56230
"Canada","Thailand",2862,0,0,0,0,0,0,56197
"Cambodia","Viet Nam",2863,0,0,0,56174,0,0,0
"Canada","Republic of Korea",2864,0,56171,0,0,0,0,0
"France","United States of America",2865,0,0,0,0,0,56076,0
"New Zealand","India",2866,0,0,0,0,56073,0,0
"Israel","United States of America",2867,0,56033,0,0,0,0,0
"Channel Islands","United Kingdom",2868,0,0,0,0,55971,0,0
"Belgium","Netherlands",2869,55946,0,0,0,0,0,0
"United States of America","Syrian Arab Republic",2870,0,0,55946,0,0,0,0
"Republic of Moldova","Ukraine",2871,0,0,0,0,55935,0,0
"United Arab Emirates","Sudan",2872,0,0,0,55931,0,0,0
"Jordan","Iraq",2873,0,0,55884,0,0,0,0
"Luxembourg","Portugal",2874,0,0,0,55878,0,0,0
"Belgium","Germany",2875,55851,0,0,0,0,0,0
"United Kingdom","New Zealand",2876,0,0,0,55844,0,0,0
"Malawi","Mozambique",2877,0,0,0,55817,0,0,0
"United States of America","Malaysia",2878,0,0,0,55746,0,0,0
"Guadeloupe","France",2879,0,0,0,0,0,55739,0
"United States of America","Liberia",2880,0,0,0,55724,0,0,0
"State of Palestine","Jordan",2881,0,0,0,0,0,55709,0
"Australia","Ireland",2882,0,0,0,55700,0,0,0
"Italy","Germany",2883,0,0,55640,0,0,0,0
"Hungary","Ukraine",2884,0,0,0,0,0,0,55609
"Libya","Iraq",2885,0,0,0,55518,0,0,0
"United States of America","Zimbabwe",2886,0,0,0,0,0,55463,0
"Netherlands","United Kingdom",2887,0,0,0,0,0,0,55445
"United States of America","Jordan",2888,0,0,0,55381,0,0,0
"United States of America","Nigeria",2889,55350,0,0,0,0,0,0
"United Kingdom","Malaysia",2890,0,0,0,55324,0,0,0
"State of Palestine","Jordan",2891,0,0,0,0,0,0,55322
"State of Palestine","Jordan",2892,55317,0,0,0,0,0,0
"Canada","Trinidad and Tobago",2893,0,55297,0,0,0,0,0
"Germany","India",2894,0,0,0,0,55250,0,0
"Australia","United States of America",2895,0,55234,0,0,0,0,0
"Côte d'Ivoire","Niger",2896,0,55202,0,0,0,0,0
"Brazil","Italy",2897,0,0,55164,0,0,0,0
"Turkey","Greece",2898,0,0,55164,0,0,0,0
"Botswana","Zimbabwe",2899,0,0,0,0,55160,0,0
"United States of America","Turkey",2900,55087,0,0,0,0,0,0
"Greece","Turkey",2901,0,0,0,55051,0,0,0
"Spain","Pakistan",2902,0,0,0,0,0,0,55043
"Italy","Ecuador",2903,0,0,0,55031,0,0,0
"Austria","Czechia",2904,0,0,0,0,0,54997,0
"Guinea","Mali",2905,0,0,0,0,54950,0,0
"Malawi","Mozambique",2906,0,0,0,0,54826,0,0
"New Zealand","Fiji",2907,0,0,0,0,0,54815,0
"Chile","Venezuela (Bolivarian Republic of)",2908,0,0,0,0,0,54787,0
"Italy","Pakistan",2909,0,0,0,54772,0,0,0
"Australia","Fiji",2910,0,0,0,54770,0,0,0
"Gabon","Mali",2911,0,0,0,0,0,0,54744
"Greece","Turkey",2912,0,54741,0,0,0,0,0
"Qatar","Sri Lanka",2913,0,0,0,0,0,54731,0
"Switzerland","Spain",2914,54716,0,0,0,0,0,0
"Canada","Hungary",2915,54702,0,0,0,0,0,0
"Japan","Peru",2916,0,0,0,0,54636,0,0
"Switzerland","Turkey",2917,0,54615,0,0,0,0,0
"United Arab Emirates","Sudan",2918,0,0,54597,0,0,0,0
"Venezuela (Bolivarian Republic of)","Portugal",2919,0,0,0,0,0,54591,0
"Jordan","Syrian Arab Republic",2920,0,54585,0,0,0,0,0
"Spain","Pakistan",2921,0,0,0,0,0,54547,0
"Australia","Poland",2922,0,0,0,0,0,54530,0
"State of Palestine","Jordan",2923,0,0,0,54528,0,0,0
"Channel Islands","United Kingdom",2924,54519,0,0,0,0,0,0
"Sweden","Iran (Islamic Republic of)",2925,0,0,0,54470,0,0,0
"Australia","Ireland",2926,0,54399,0,0,0,0,0
"Malaysia","Viet Nam",2927,0,0,54395,0,0,0,0
"Qatar","Philippines",2928,0,0,0,54268,0,0,0
"United States of America","United Republic of Tanzania",2929,0,0,0,0,0,0,54259
"United Kingdom","Ghana",2930,0,0,54254,0,0,0,0
"Italy","United States of America",2931,0,0,0,0,0,0,54184
"Malawi","Mozambique",2932,0,0,0,0,0,54183,0
"Venezuela (Bolivarian Republic of)","Portugal",2933,0,0,54176,0,0,0,0
"New Zealand","Samoa",2934,0,0,0,0,0,0,54108
"Greece","Russian Federation",2935,0,0,0,0,0,54081,0
"State of Palestine","Jordan",2936,0,54057,0,0,0,0,0
"Kenya","South Sudan",2937,0,53996,0,0,0,0,0
"Germany","Switzerland",2938,0,0,0,53952,0,0,0
"Germany","North Macedonia",2939,0,0,53889,0,0,0,0
"Ethiopia","Sudan",2940,53857,0,0,0,0,0,0
"Senegal","Mauritania",2941,0,0,0,53740,0,0,0
"Guadeloupe","France",2942,0,0,0,0,53722,0,0
"United States of America","Sweden",2943,53676,0,0,0,0,0,0
"Venezuela (Bolivarian Republic of)","Portugal",2944,0,0,0,0,53659,0,0
"South Africa","Malawi",2945,0,0,0,0,53650,0,0
"Venezuela (Bolivarian Republic of)","Portugal",2946,0,0,0,53646,0,0,0
"United Kingdom","Uganda",2947,0,0,0,53634,0,0,0
"Republic of Korea","United States of America",2948,0,0,0,0,53619,0,0
"Azerbaijan","Georgia",2949,0,0,0,0,53614,0,0
"Australia","Ireland",2950,0,0,53580,0,0,0,0
"Australia","United States of America",2951,53575,0,0,0,0,0,0
"France","Lao People's Democratic Republic",2952,0,0,53552,0,0,0,0
"Australia","Singapore",2953,0,0,0,0,53550,0,0
"Switzerland","Spain",2954,0,0,0,0,53545,0,0
"Channel Islands","United Kingdom",2955,0,53511,0,0,0,0,0
"United Arab Emirates","State of Palestine",2956,0,0,0,0,0,53484,0
"Venezuela (Bolivarian Republic of)","Portugal",2957,0,0,0,0,0,0,53473
"Senegal","Guinea",2958,0,0,0,0,0,0,53438
"Poland","Lithuania",2959,0,0,0,0,0,0,53423
"Canada","Haiti",2960,0,0,53390,0,0,0,0
"United Kingdom","Uganda",2961,0,0,53378,0,0,0,0
"Kuwait","Jordan",2962,0,0,0,0,0,0,53365
"South Africa","Democratic Republic of the Congo",2963,0,0,0,0,0,0,53363
"Egypt","State of Palestine",2964,53328,0,0,0,0,0,0
"Sweden","Eritrea",2965,0,0,0,0,0,0,53250
"Kenya","South Sudan",2966,0,0,0,0,53218,0,0
"Australia","Japan",2967,0,0,0,0,0,0,53175
"Spain","Mexico",2968,0,0,0,0,0,0,53158
"Latvia","Ukraine",2969,0,0,53157,0,0,0,0
"Greece","Georgia",2970,0,53103,0,0,0,0,0
"Italy","Nigeria",2971,0,0,0,0,53072,0,0
"Finland","Estonia",2972,0,0,0,0,0,53016,0
"Italy","Venezuela (Bolivarian Republic of)",2973,0,0,0,0,0,0,53007
"Egypt","State of Palestine",2974,0,52935,0,0,0,0,0
"Canada","France",2975,52932,0,0,0,0,0,0
"United Kingdom","Japan",2976,0,0,0,0,0,0,52930
"France","India",2977,0,0,0,0,0,0,52921
"United States of America","Sri Lanka",2978,0,0,0,0,0,52908,0
"United States of America","Ethiopia",2979,0,52866,0,0,0,0,0
"Kuwait","Indonesia",2980,0,0,0,52859,0,0,0
"Greece","Russian Federation",2981,0,0,0,0,0,0,52816
"State of Palestine","Jordan",2982,0,0,52798,0,0,0,0
"Burundi","Rwanda",2983,0,0,0,0,52794,0,0
"Brazil","Paraguay",2984,0,0,0,0,0,0,52770
"Czechia","Viet Nam",2985,0,0,0,0,52748,0,0
"France","Sri Lanka",2986,0,0,0,0,0,0,52703
"United Kingdom","Spain",2987,0,0,52676,0,0,0,0
"Canada","Pakistan",2988,0,52674,0,0,0,0,0
"New Zealand","Samoa",2989,0,0,0,0,0,52640,0
"China","Philippines",2990,0,0,52626,0,0,0,0
"Australia","Malta",2991,0,0,52610,0,0,0,0
"Germany","Eritrea",2992,0,0,0,0,0,0,52580
"Australia","Sri Lanka",2993,0,52524,0,0,0,0,0
"Austria","Hungary",2994,0,0,0,0,0,0,52494
"France","Mali",2995,0,0,52487,0,0,0,0
"Canada","Ukraine",2996,0,0,52484,0,0,0,0
"India","Myanmar",2997,0,0,0,0,52470,0,0
"Netherlands","Curaçao",2998,0,0,52458,0,0,0,0
"Nigeria","Togo",2999,0,52442,0,0,0,0,0
"Canada","Thailand",3000,0,0,0,0,0,52442,0
"Norway","Sweden",3001,0,0,0,0,0,0,52421
"Canada","Lebanon",3002,52394,0,0,0,0,0,0
"United States of America","Sweden",3003,0,52391,0,0,0,0,0
"United Kingdom","France",3004,52367,0,0,0,0,0,0
"Israel","Iran (Islamic Republic of)",3005,0,0,0,0,0,52322,0
"Poland","Lithuania",3006,0,0,0,0,52319,0,0
"United Kingdom","Turkey",3007,0,0,52296,0,0,0,0
"Japan","United States of America",3008,0,0,0,0,0,52271,0
"Romania","Republic of Moldova",3009,52248,0,0,0,0,0,0
"United Kingdom","Iraq",3010,0,0,0,0,52236,0,0
"Australia","North Macedonia",3011,0,0,0,0,0,0,52201
"United Arab Emirates","Syrian Arab Republic",3012,0,0,0,0,0,0,52142
"Republic of Moldova","Russian Federation",3013,0,0,0,0,52125,0,0
"United States of America","Sweden",3014,0,0,0,0,0,52116,0
"United States of America","Uruguay",3015,0,0,0,0,0,52070,0
"Australia","Serbia",3016,0,0,52060,0,0,0,0
"Sweden","Germany",3017,0,0,0,0,0,0,52052
"Serbia","North Macedonia",3018,0,0,52051,0,0,0,0
"Germany","Philippines",3019,0,0,0,0,0,0,52014
"United Kingdom","Lithuania",3020,0,0,0,52001,0,0,0
"Brunei Darussalam","Malaysia",3021,0,0,0,0,0,0,52001
"Australia","Ireland",3022,51999,0,0,0,0,0,0
"Germany","Kyrgyzstan",3023,0,0,0,51974,0,0,0
"Switzerland","Turkey",3024,51936,0,0,0,0,0,0
"France","Lebanon",3025,0,0,0,0,0,0,51930
"France","Lao People's Democratic Republic",3026,0,51926,0,0,0,0,0
"Netherlands","Serbia",3027,0,0,0,0,51863,0,0
"Croatia","Serbia",3028,0,0,0,0,51856,0,0
"Canada","Hungary",3029,0,51853,0,0,0,0,0
"Australia","Iraq",3030,0,0,0,0,51830,0,0
"Kyrgyzstan","Ukraine",3031,0,0,51798,0,0,0,0
"Spain","Senegal",3032,0,0,0,0,0,0,51789
"Israel","Iran (Islamic Republic of)",3033,0,0,51786,0,0,0,0
"United States of America","Uruguay",3034,0,0,0,0,51776,0,0
"Qatar","Pakistan",3035,0,0,0,51773,0,0,0
"Belgium","Poland",3036,0,0,0,0,51743,0,0
"Senegal","Guinea",3037,0,0,0,0,0,51711,0
"Switzerland","North Macedonia",3038,0,0,0,0,51676,0,0
"United Kingdom","Sri Lanka",3039,0,51624,0,0,0,0,0
"Kazakhstan","Dem. People's Republic of Korea",3040,0,0,0,51580,0,0,0
"Australia","Thailand",3041,0,0,0,0,51570,0,0
"Jordan","Syrian Arab Republic",3042,51557,0,0,0,0,0,0
"Japan","Peru",3043,0,0,0,51532,0,0,0
"Australia","North Macedonia",3044,0,0,0,0,51470,0,0
"United Kingdom","Singapore",3045,0,0,0,0,0,51455,0
"Brazil","Spain",3046,0,51448,0,0,0,0,0
"Guadeloupe","France",3047,0,0,0,51403,0,0,0
"Australia","Malta",3048,0,0,0,51380,0,0,0
"Italy","Ghana",3049,0,0,0,0,0,0,51364
"Australia","North Macedonia",3050,0,0,0,51320,0,0,0
"Kenya","United Republic of Tanzania",3051,0,0,51289,0,0,0,0
"Canada","Iran (Islamic Republic of)",3052,0,51266,0,0,0,0,0
"Israel","Iran (Islamic Republic of)",3053,0,51220,0,0,0,0,0
"Croatia","Serbia",3054,0,0,0,0,0,51185,0
"Australia","Republic of Korea",3055,0,0,0,51150,0,0,0
"Azerbaijan","Georgia",3056,0,0,0,0,0,51141,0
"Sweden","Iran (Islamic Republic of)",3057,0,0,51101,0,0,0,0
"United Kingdom","Uganda",3058,0,51083,0,0,0,0,0
"Venezuela (Bolivarian Republic of)","Italy",3059,0,0,0,0,0,51068,0
"Italy","United States of America",3060,0,0,0,0,0,51058,0
"Canada","Ukraine",3061,0,51057,0,0,0,0,0
"Canada","El Salvador",3062,0,0,0,0,0,0,51019
"United States of America","Sweden",3063,0,0,50986,0,0,0,0
"United Kingdom","Greece",3064,0,0,0,0,0,0,50971
"Israel","Iran (Islamic Republic of)",3065,0,0,0,50950,0,0,0
"New Zealand","Samoa",3066,0,0,0,0,50946,0,0
"France","Mali",3067,0,50893,0,0,0,0,0
"Argentina","Peru",3068,0,50888,0,0,0,0,0
"Israel","Iran (Islamic Republic of)",3069,0,0,0,0,0,0,50881
"Canada","Ukraine",3070,50845,0,0,0,0,0,0
"Germany","Hungary",3071,50833,0,0,0,0,0,0
"Réunion","France",3072,0,50738,0,0,0,0,0
"Sudan","Ethiopia",3073,0,0,0,0,0,50734,0
"Israel","Iran (Islamic Republic of)",3074,0,0,0,0,50732,0,0
"United States of America","Malaysia",3075,0,0,50714,0,0,0,0
"Germany","Slovakia",3076,0,0,0,0,0,0,50687
"Japan","United States of America",3077,0,0,0,0,50667,0,0
"United Kingdom","Netherlands",3078,0,0,0,0,50645,0,0
"Puerto Rico","Dominican Republic",3079,0,0,0,0,0,0,50643
"France","United States of America",3080,0,0,0,0,50621,0,0
"Bahrain","Philippines",3081,0,0,0,0,0,0,50585
"United States of America","Fiji",3082,0,0,0,0,0,0,50561
"India","Myanmar",3083,0,0,0,0,0,50552,0
"Netherlands","Serbia",3084,0,0,0,50508,0,0,0
"Ghana","Liberia",3085,0,0,0,50459,0,0,0
"Romania","Republic of Moldova",3086,0,0,0,0,50455,0,0
"Poland","Lithuania",3087,0,0,0,0,0,50444,0
"Kuwait","Jordan",3088,0,0,0,0,0,50399,0
"Libya","Iraq",3089,0,0,50384,0,0,0,0
"Gabon","Mali",3090,0,0,0,0,0,50384,0
"Canada","Russian Federation",3091,0,0,50335,0,0,0,0
"France","Lao People's Democratic Republic",3092,50300,0,0,0,0,0,0
"Côte d'Ivoire","Niger",3093,50297,0,0,0,0,0,0
"Israel","Ethiopia",3094,0,50287,0,0,0,0,0
"Singapore","Indonesia",3095,0,0,50277,0,0,0,0
"Luxembourg","Portugal",3096,0,0,50254,0,0,0,0
"United States of America","United Republic of Tanzania",3097,0,0,0,0,0,50245,0
"Canada","Hungary",3098,0,0,50236,0,0,0,0
"Germany","Thailand",3099,0,0,0,50231,0,0,0
"Sweden","Turkey",3100,0,0,0,0,0,0,50188
"Australia","Nepal",3101,0,0,0,0,0,50150,0
"Senegal","Mauritania",3102,0,0,0,0,50090,0,0
"Japan","Peru",3103,0,0,0,0,0,0,50065
"Venezuela (Bolivarian Republic of)","Italy",3104,0,0,0,0,50056,0,0
"Venezuela (Bolivarian Republic of)","Italy",3105,0,0,0,0,0,0,50022
"France","India",3106,0,0,0,0,0,49996,0
"Australia","North Macedonia",3107,0,0,0,0,0,49990,0
"Venezuela (Bolivarian Republic of)","Italy",3108,0,0,49982,0,0,0,0
"Japan","Thailand",3109,0,0,0,0,0,0,49967
"Brazil","Italy",3110,0,0,0,0,0,0,49965
"Canada","Egypt",3111,0,0,0,0,49935,0,0
"Belgium","Spain",3112,0,0,0,0,0,0,49889
"Latvia","Ukraine",3113,0,49867,0,0,0,0,0
"France","Sri Lanka",3114,0,0,0,0,0,49790,0
"United States of America","South Africa",3115,0,49789,0,0,0,0,0
"Greece","Russian Federation",3116,0,49780,0,0,0,0,0
"Venezuela (Bolivarian Republic of)","Italy",3117,0,0,0,49767,0,0,0
"India","Myanmar",3118,0,0,0,0,0,0,49720
"Mozambique","Malawi",3119,0,0,0,49710,0,0,0
"Norway","Sweden",3120,0,0,0,0,0,49707,0
"Mexico","Guatemala",3121,0,49676,0,0,0,0,0
"Germany","Lebanon",3122,0,0,49663,0,0,0,0
"Australia","Serbia",3123,0,49660,0,0,0,0,0
"United Kingdom","Uganda",3124,49648,0,0,0,0,0,0
"United Kingdom","Iraq",3125,0,0,0,49586,0,0,0
"Sweden","Germany",3126,0,0,0,0,0,49586,0
"Australia","North Macedonia",3127,0,0,49560,0,0,0,0
"Netherlands","United Kingdom",3128,0,0,0,0,0,49549,0
"Canada","Iraq",3129,0,0,0,0,49520,0,0
"Norway","Poland",3130,0,0,0,0,49518,0,0
"Netherlands","Serbia",3131,0,0,49504,0,0,0,0
"Austria","Poland",3132,0,0,0,49475,0,0,0
"Spain","Senegal",3133,0,0,0,0,0,49461,0
"Italy","Senegal",3134,0,0,49429,0,0,0,0
"Sweden","Iraq",3135,0,0,49372,0,0,0,0
"United Republic of Tanzania","Rwanda",3136,0,0,49366,0,0,0,0
"United States of America","Uganda",3137,0,0,0,0,0,0,49354
"France","Democratic Republic of the Congo",3138,0,0,0,49330,0,0,0
"Puerto Rico","Dominican Republic",3139,0,49325,0,0,0,0,0
"France","Mali",3140,49299,0,0,0,0,0,0
"United States of America","Yemen",3141,0,0,0,0,0,0,49289
"United States of America","Myanmar",3142,0,0,0,49239,0,0,0
"Kuwait","Philippines",3143,49207,0,0,0,0,0,0
"United Arab Emirates","Sri Lanka",3144,0,0,0,49194,0,0,0
"Poland","France",3145,49150,0,0,0,0,0,0
"Azerbaijan","Georgia",3146,0,0,0,0,0,0,49137
"Mozambique","Zimbabwe",3147,0,49118,0,0,0,0,0
"Greece","Romania",3148,0,0,0,0,49116,0,0
"Japan","Philippines",3149,49106,0,0,0,0,0,0
"South Africa","Germany",3150,0,0,0,0,49105,0,0
"Guadeloupe","France",3151,0,0,49084,0,0,0,0
"France","Lebanon",3152,0,0,0,0,0,49060,0
"Gabon","Equatorial Guinea",3153,0,0,0,49050,0,0,0
"Kazakhstan","Turkey",3154,0,0,0,0,0,0,49003
"United States of America","Sudan",3155,0,0,0,0,0,0,48947
"United Arab Emirates","State of Palestine",3156,0,0,0,0,48946,0,0
"United States of America","Sweden",3157,0,0,0,48928,0,0,0
"Serbia","North Macedonia",3158,0,0,0,48899,0,0,0
"Germany","Sri Lanka",3159,0,0,48894,0,0,0,0
"France","Mauritius",3160,0,0,0,0,0,0,48820
"United Kingdom","Mauritius",3161,0,0,0,0,0,0,48766
"Colombia","Venezuela (Bolivarian Republic of)",3162,0,0,0,0,0,48714,0
"Italy","Venezuela (Bolivarian Republic of)",3163,0,0,0,0,48676,0,0
"Australia","Malta",3164,0,0,0,0,48660,0,0
"Brazil","Japan",3165,0,0,0,0,48633,0,0
"Spain","Mexico",3166,0,0,0,0,0,48613,0
"United States of America","Nepal",3167,0,0,0,0,48579,0,0
"United Arab Emirates","Syrian Arab Republic",3168,0,0,0,0,0,48547,0
"New Zealand","South Africa",3169,0,0,0,0,48514,0,0
"United Kingdom","United Republic of Tanzania",3170,0,0,0,0,0,0,48505
"Qatar","Egypt",3171,0,0,0,48490,0,0,0
"Rwanda","Uganda",3172,0,48486,0,0,0,0,0
"New Zealand","Samoa",3173,0,0,0,48436,0,0,0
"Senegal","Guinea",3174,0,0,0,0,48426,0,0
"United States of America","Indonesia",3175,48387,0,0,0,0,0,0
"Australia","Egypt",3176,0,0,0,0,0,0,48382
"Lithuania","Russian Federation",3177,0,0,0,0,0,0,48338
"United States of America","Sweden",3178,0,0,0,0,48320,0,0
"Italy","Venezuela (Bolivarian Republic of)",3179,0,0,0,0,0,48320,0
"Italy","United Kingdom",3180,0,0,0,48310,0,0,0
"Brunei Darussalam","Malaysia",3181,0,0,0,0,0,48285,0
"South Africa","Zambia",3182,0,0,0,0,48274,0,0
"Malaysia","Nepal",3183,0,0,48253,0,0,0,0
"Singapore","India",3184,0,0,48248,0,0,0,0
"Spain","Netherlands",3185,0,0,0,0,0,0,48248
"United Kingdom","Malaysia",3186,0,0,48230,0,0,0,0
"Spain","United States of America",3187,0,0,0,0,0,0,48225
"Kuwait","Sudan",3188,0,0,0,0,0,0,48204
"Sweden","Germany",3189,0,0,0,0,48158,0,0
"United Kingdom","Slovakia",3190,0,0,0,0,0,0,48091
"United Kingdom","Netherlands",3191,0,0,0,48075,0,0,0
"Qatar","Indonesia",3192,0,0,0,0,48072,0,0
"Bahrain","Philippines",3193,0,0,0,0,0,48059,0
"Italy","Serbia",3194,0,48026,0,0,0,0,0
"Afghanistan","Pakistan",3195,0,0,0,0,47984,0,0
"United States of America","Jordan",3196,0,0,47982,0,0,0,0
"United Kingdom","Zimbabwe",3197,0,0,47888,0,0,0,0
"United Kingdom","New Zealand",3198,0,47883,0,0,0,0,0
"France","United States of America",3199,0,0,0,47875,0,0,0
"Serbia","North Macedonia",3200,0,0,0,0,47797,0,0
"Japan","United States of America",3201,0,0,0,47789,0,0,0
"Israel","Iran (Islamic Republic of)",3202,47785,0,0,0,0,0,0
"Italy","Russian Federation",3203,0,0,0,47776,0,0,0
"Japan","Peru",3204,0,0,0,0,0,47721,0
"Germany","Lebanon",3205,0,47656,0,0,0,0,0
"Sweden","Iran (Islamic Republic of)",3206,0,47650,0,0,0,0,0
"South Africa","Portugal",3207,0,0,0,0,0,0,47622
"Kuwait","Yemen",3208,0,0,0,0,47616,0,0
"Sudan","Uganda",3209,0,0,47612,0,0,0,0
"Canada","El Salvador",3210,0,0,0,0,0,47610,0
"South Africa","Democratic Republic of the Congo",3211,0,0,0,0,0,47609,0
"Malawi","Zambia",3212,0,47571,0,0,0,0,0
"Australia","Japan",3213,0,0,0,0,0,47560,0
"Switzerland","Spain",3214,0,47536,0,0,0,0,0
"Israel","United States of America",3215,47532,0,0,0,0,0,0
"Benin","Nigeria",3216,0,0,0,47531,0,0,0
"United Arab Emirates","Jordan",3217,0,0,47494,0,0,0,0
"Cambodia","Thailand",3218,0,0,0,47494,0,0,0
"Serbia","North Macedonia",3219,0,0,0,0,0,0,47482
"Spain","Italy",3220,0,0,0,47475,0,0,0
"Sierra Leone","Guinea",3221,0,0,0,0,47462,0,0
"Netherlands","United Kingdom",3222,0,0,0,47459,0,0,0
"United States of America","Republic of Moldova",3223,0,0,0,0,0,0,47437
"Germany","Philippines",3224,0,0,0,0,0,47417,0
"Canada","Spain",3225,0,0,0,0,0,0,47390
"Canada","Trinidad and Tobago",3226,47386,0,0,0,0,0,0
"Portugal","Ukraine",3227,0,0,0,0,0,0,47323
"Netherlands","United Kingdom",3228,0,0,0,0,47297,0,0
"Brunei Darussalam","Malaysia",3229,0,0,0,0,47276,0,0
"Croatia","Serbia",3230,0,0,0,0,0,0,47261
"Belgium","Democratic Republic of the Congo",3231,0,47249,0,0,0,0,0
"Italy","Senegal",3232,0,47201,0,0,0,0,0
"Poland","Russian Federation",3233,0,0,0,47197,0,0,0
"Latvia","Ukraine",3234,0,0,0,47145,0,0,0
"Martinique","France",3235,0,0,0,0,0,47103,0
"Togo","Ghana",3236,0,0,0,0,0,0,47093
"United States of America","Morocco",3237,0,0,0,47087,0,0,0
"Switzerland","United Kingdom",3238,0,0,0,0,0,0,47083
"Martinique","France",3239,0,0,0,0,0,0,47049
"Austria","Czechia",3240,0,0,0,0,47022,0,0
"Venezuela (Bolivarian Republic of)","Peru",3241,0,0,0,0,0,47007,0
"Guinea","Mali",3242,0,0,0,0,0,46991,0
"France","Lao People's Democratic Republic",3243,0,0,0,0,0,0,46932
"Bahrain","Pakistan",3244,0,0,0,46931,0,0,0
"United States of America","Switzerland",3245,0,0,0,0,0,0,46906
"Kazakhstan","Turkey",3246,0,0,0,0,0,46894,0
"Nigeria","Togo",3247,46886,0,0,0,0,0,0
"Benin","Niger",3248,0,0,46883,0,0,0,0
"Brazil","Paraguay",3249,0,0,0,0,0,46857,0
"United States of America","Fiji",3250,0,0,0,0,0,46821,0
"Togo","Ghana",3251,0,0,0,0,0,46794,0
"Armenia","Georgia",3252,0,0,46779,0,0,0,0
"United Republic of Tanzania","Mozambique",3253,0,0,46739,0,0,0,0
"Serbia","North Macedonia",3254,0,0,0,0,0,46737,0
"Belgium","Democratic Republic of the Congo",3255,0,0,46718,0,0,0,0
"Spain","Netherlands",3256,0,0,0,0,0,46711,0
"Australia","Fiji",3257,0,0,46700,0,0,0,0
"Italy","Peru",3258,0,0,46699,0,0,0,0
"Australia","Sri Lanka",3259,46660,0,0,0,0,0,0
"Spain","Netherlands",3260,0,0,0,0,46634,0,0
"Egypt","Sudan",3261,0,0,0,0,46632,0,0
"Czechia","Viet Nam",3262,0,0,0,0,0,0,46631
"Bhutan","India",3263,0,0,0,0,0,0,46627
"Bangladesh","United States of America",3264,0,0,0,0,0,0,46614
"United Kingdom","Japan",3265,0,0,0,0,0,46610,0
"United Arab Emirates","Indonesia",3266,46598,0,0,0,0,0,0
"Georgia","Ukraine",3267,46581,0,0,0,0,0,0
"Germany","North Macedonia",3268,0,0,0,0,46579,0,0
"Albania","Greece",3269,0,0,46575,0,0,0,0
"Latvia","Ukraine",3270,46572,0,0,0,0,0,0
"Switzerland","Spain",3271,0,0,0,46561,0,0,0
"Portugal","Ukraine",3272,0,0,0,0,0,46533,0
"Republic of Korea","Philippines",3273,0,0,0,0,0,0,46528
"Australia","North Macedonia",3274,0,46518,0,0,0,0,0
"Senegal","Mauritania",3275,0,0,0,0,0,0,46518
"Italy","France",3276,0,0,46478,0,0,0,0
"Sweden","Turkey",3277,0,0,0,0,0,46373,0
"Brazil","Italy",3278,0,0,0,46336,0,0,0
"Malaysia","India",3279,0,46325,0,0,0,0,0
"Spain","Philippines",3280,0,0,0,0,0,0,46322
"Togo","Niger",3281,0,0,0,46314,0,0,0
"United States of America","Syrian Arab Republic",3282,0,46282,0,0,0,0,0
"Brunei Darussalam","Malaysia",3283,0,0,0,46267,0,0,0
"Italy","Ghana",3284,0,0,0,0,0,46258,0
"United Kingdom","Latvia",3285,0,0,0,0,0,0,46248
"Netherlands","Iraq",3286,0,0,0,0,0,0,46245
"New Caledonia","France",3287,0,0,0,0,0,0,46240
"Romania","Spain",3288,0,0,0,0,0,0,46238
"Sweden","Poland",3289,0,0,0,46203,0,0,0
"Eswatini","Mozambique",3290,46196,0,0,0,0,0,0
"Japan","Peru",3291,0,0,46174,0,0,0,0
"Italy","Dominican Republic",3292,0,0,0,0,0,0,46127
"France","Mauritius",3293,0,0,0,0,0,46122,0
"Greece","Romania",3294,0,0,0,0,0,46098,0
"United Kingdom","Hungary",3295,0,0,0,0,0,0,46097
"Italy","Serbia",3296,0,0,0,0,46096,0,0
