,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,United Nations,,,,,,,,,,,,,,,,,,,,,
,,,,Population Division,,,,,,,,,,,,,,,,,,,,,
,,,,Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Workbook: UN_MigrantStockTotal_2019.xlsx,,,,,,,,,,,,,,,,,,,,,
,,,,"Table 1 -  International migrant stock at mid-year by sex and by major area, region, country or area, 1990-2019",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Copyright © 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,,
,,,,"Suggested citation: United Nations, Department of Economic and Social Affairs. Population Division (2019). International Migrant Stock 2019 (United Nations database, POP/DB/MIG/Stock/Rev.2019).",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sort
order","Major area, region, country or area of destination",Notes,Code,Type of data (a),International migrant stock at mid-year (both sexes),,,,,,,International migrant stock at mid-year (male),,,,,,,International migrant stock at mid-year (female),,,,,,
,,,,,1990,1995,2000,2005,2010,2015,2019,1990,1995,2000,2005,2010,2015,2019,1990,1995,2000,2005,2010,2015,2019
225,EUROPE,,917,,"49,608,231","53,489,829","56,858,788","63,594,822","70,678,025","75,008,219","82,304,539","24,119,388","25,913,001","27,501,320","30,775,683","34,110,740","35,934,501","40,007,661","25,488,843","27,576,828","29,357,468","32,819,139","36,567,285","39,073,718","42,296,878"
226,Eastern Europe,,923,,"21,995,312","21,344,124","20,435,785","19,744,557","19,110,686","19,841,537","20,278,745","10,199,700","10,013,084","9,695,286","9,358,006","9,035,538","9,399,126","9,646,014","11,795,612","11,331,040","10,740,499","10,386,551","10,075,148","10,442,411","10,632,731"
227,Belarus,,112,B,"1,248,977","1,186,282","1,123,586","1,106,982","1,090,378","1,082,905","1,069,395","572,021","543,307","514,593","506,988","499,384","495,961","489,770","676,956","642,975","608,993","599,994","590,994","586,944","579,625"
228,Bulgaria,,100,B,"21,510","32,435","43,360","61,074","76,287","123,803","168,516","9,047","13,642","18,238","26,594","33,841","60,058","82,718","12,463","18,793","25,122","34,480","42,446","63,745","85,798"
229,Czechia,,203,C,"110,394","165,592","220,789","322,540","398,493","416,454","512,705","57,405","88,316","119,227","181,719","236,160","239,228","293,245","52,989","77,276","101,562","140,821","162,333","177,226","219,460"
230,Hungary,,348,B R,"347,510","322,234","296,957","366,787","436,616","475,508","512,043","156,185","147,202","138,219","174,216","210,212","235,719","253,884","191,325","175,032","158,738","192,571","226,404","239,789","258,159"
231,Poland,,616,B,"1,127,771","964,725","825,251","722,509","642,417","619,403","655,985","482,176","404,049","338,323","297,039","262,263","259,789","289,754","645,595","560,676","486,928","425,470","380,154","359,614","366,231"
232,Republic of Moldova,18,498,B,"544,162","367,231","247,828","171,122","129,488","106,374","104,713","238,053","155,297","101,097","67,924","52,198","43,467","42,839","306,109","211,934","146,731","103,198","77,290","62,907","61,874"
233,Romania,,642,B,"135,825","135,037","134,254","145,162","177,211","281,048","462,552","57,601","60,443","63,121","70,153","87,667","146,758","248,851","78,224","74,594","71,133","75,009","89,544","134,290","213,701"
234,Russian Federation,,643,B,"11,524,948","11,928,927","11,900,297","11,667,588","11,194,710","11,643,276","11,640,559","5,655,422","5,925,452","5,982,851","5,806,597","5,514,401","5,715,211","5,713,879","5,869,526","6,003,475","5,917,446","5,860,991","5,680,309","5,928,065","5,926,680"
235,Slovakia,,703,B,"41,295","69,323","116,376","130,491","146,319","177,624","187,984","18,187","30,531","51,253","58,716","66,938","89,011","96,010","23,108","38,792","65,123","71,775","79,381","88,613","91,974"
236,Ukraine,19,804,B,"6,892,920","6,172,338","5,527,087","5,050,302","4,818,767","4,915,142","4,964,293","2,953,603","2,644,845","2,368,364","2,168,060","2,072,474","2,113,924","2,135,064","3,939,317","3,527,493","3,158,723","2,882,242","2,746,293","2,801,218","2,829,229"
237,Northern Europe,,924,,"6,645,605","7,194,824","7,900,973","9,588,814","11,344,850","13,269,401","15,094,924","3,176,421","3,404,174","3,711,179","4,564,413","5,474,205","6,391,582","7,325,252","3,469,184","3,790,650","4,189,794","5,024,401","5,870,645","6,877,819","7,769,672"
238,Channel Islands,20,830,B,"61,660","60,519","64,301","70,941","77,581","82,307","83,833","29,005","28,468","30,234","33,611","36,982","39,338","40,068","32,655","32,051","34,067","37,330","40,599","42,969","43,765"
239,Denmark,,208,B,"235,189","303,108","371,026","440,383","500,772","595,876","722,878","114,411","147,194","179,977","213,097","242,029","291,431","357,366","120,778","155,914","191,049","227,286","258,743","304,445","365,512"
240,Estonia,,233,B,"381,997","315,755","249,512","233,701","217,890","194,664","190,242","171,691","136,268","100,844","94,244","87,644","80,024","80,616","210,306","179,487","148,668","139,457","130,246","114,640","109,626"
241,Faroe Islands,,234,B,"4,285","2,900","3,593","4,583","5,096","5,485","6,454","2,440","1,575","1,921","2,450","2,700","2,783","3,287","1,845","1,325","1,672","2,133","2,396","2,702","3,167"
242,Finland,21,246,B,"63,255","99,729","136,203","192,169","228,481","314,856","383,116","31,682","49,575","67,469","96,429","115,105","159,315","196,188","31,573","50,154","68,734","95,740","113,376","155,541","186,928"
243,Iceland,,352,B,"9,584","12,738","15,892","25,492","35,091","39,072","52,404","4,248","5,727","7,207","12,413","17,619","19,070","27,554","5,336","7,011","8,685","13,079","17,472","20,002","24,850"
244,Ireland,,372,B,"227,961","226,892","350,552","589,046","730,542","759,256","833,564","112,093","108,084","172,959","309,910","360,440","376,338","414,452","115,868","118,808","177,593","279,136","370,102","382,918","419,112"
245,Isle of Man,,833,B,"34,769","36,886","39,002","41,475","43,447","42,238","42,864","16,371","17,548","18,725","20,214","21,361","20,596","20,901","18,398","19,338","20,277","21,261","22,086","21,642","21,963"
246,Latvia,,428,B,"646,007","538,093","430,178","376,725","313,786","265,418","237,266","290,800","234,216","177,632","154,745","124,675","104,011","93,396","355,207","303,877","252,546","221,980","189,111","161,407","143,870"
247,Lithuania,,440,B,"349,258","273,587","214,311","201,209","160,772","136,021","117,218","164,585","128,641","100,546","94,189","69,606","57,508","49,293","184,673","144,946","113,765","107,020","91,166","78,513","67,925"
248,Norway,22,578,B,"192,587","233,302","292,440","361,144","526,799","746,375","867,765","99,562","117,222","144,826","176,444","268,505","389,370","451,599","93,025","116,080","147,614","184,700","258,294","357,005","416,166"
249,Sweden,,752,B,"788,767","936,022","1,003,798","1,125,790","1,384,929","1,676,264","2,005,210","383,085","450,945","480,211","538,490","673,083","828,027","1,008,536","405,682","485,077","523,587","587,300","711,846","848,237","996,674"
250,United Kingdom,,826,B,"3,650,286","4,155,293","4,730,165","5,926,156","7,119,664","8,411,569","9,552,110","1,756,448","1,978,711","2,228,628","2,818,177","3,454,456","4,023,771","4,581,996","1,893,838","2,176,582","2,501,537","3,107,979","3,665,208","4,387,798","4,970,114"
251,Southern Europe,,925,,"4,340,439","6,230,116","7,681,653","12,004,009","16,206,134","15,815,447","16,503,552","2,062,991","2,959,579","3,688,926","5,851,147","7,872,725","7,427,071","7,740,114","2,277,448","3,270,537","3,992,727","6,152,862","8,333,409","8,388,376","8,763,438"
252,Albania,,8,B,"66,013","71,354","76,695","64,739","52,784","52,031","49,160","30,579","33,284","35,990","32,993","26,901","26,517","25,054","35,434","38,070","40,705","31,746","25,883","25,514","24,106"
253,Andorra,,20,C,"38,891","44,206","42,147","50,298","52,053","42,264","45,102","20,990","23,588","22,093","26,466","27,287","21,485","23,091","17,901","20,618","20,054","23,832","24,766","20,779","22,011"
254,Bosnia and Herzegovina,,70,I R,"56,000","69,476","82,952","47,272","38,792","38,574","35,735","26,538","33,115","39,691","22,473","18,504","18,400","17,017","29,462","36,361","43,261","24,799","20,288","20,174","18,718"
255,Croatia,,191,B R,"475,438","674,085","585,298","579,273","573,248","561,093","518,083","222,531","315,733","274,823","271,645","268,466","260,473","239,681","252,907","358,352","310,475","307,628","304,782","300,620","278,402"
256,Gibraltar,,292,B,"8,709","8,381","8,054","9,211","10,369","11,065","11,172","4,528","4,196","3,865","4,518","5,171","5,591","5,646","4,181","4,185","4,189","4,693","5,198","5,474","5,526"
257,Greece,,300,B,"618,139","857,850","1,111,665","1,190,707","1,321,149","1,242,924","1,211,382","330,038","445,004","559,794","587,677","640,731","570,528","560,208","288,101","412,846","551,871","603,030","680,418","672,396","651,174"
258,Holy See,23,336,I,768,780,785,798,794,803,799,376,379,379,381,375,376,373,392,401,406,417,419,427,426
259,Italy,,380,B,"1,428,219","1,774,954","2,121,688","3,954,790","5,787,893","5,805,328","6,273,722","642,414","809,553","976,691","1,820,290","2,663,889","2,637,798","2,908,119","785,805","965,401","1,144,997","2,134,500","3,124,004","3,167,530","3,365,603"
260,Malta,,470,B,"15,077","17,740","21,521","24,560","33,008","52,642","84,949","7,012","8,366","10,289","11,899","17,118","28,332","45,986","8,065","9,374","11,232","12,661","15,890","24,310","38,963"
261,Montenegro,,499,B,..,..,..,..,"78,512","71,719","70,967",..,..,..,..,"31,639","28,178","27,982",..,..,..,..,"46,873","43,541","42,985"
262,North Macedonia,,807,B,"95,142","109,343","125,665","127,667","129,701","130,730","131,175","39,661","45,581","52,385","53,220","54,067","54,496","54,682","55,481","63,762","73,280","74,447","75,634","76,234","76,493"
263,Portugal,,620,B,"435,782","532,822","651,472","771,184","762,825","864,814","888,162","209,922","259,337","320,319","376,774","371,536","398,390","411,750","225,860","273,485","331,153","394,410","391,289","466,424","476,412"
264,San Marino,,674,C,"3,310","3,659","4,045","4,218","4,880","5,195","5,507","1,728","1,940","2,175","2,302","2,761","2,867","2,936","1,582","1,719","1,870","1,916","2,119","2,328","2,571"
265,Serbia,24,688,B,"99,269","870,980","977,873","854,848","826,275","807,441","820,312","46,712","390,134","437,602","383,088","364,757","355,180","361,216","52,557","480,846","540,271","471,760","461,518","452,261","459,096"
266,Slovenia,,705,B,"178,077","174,419","214,508","217,218","253,786","237,616","253,122","89,514","90,255","114,772","116,741","141,285","134,460","142,626","88,563","84,164","99,736","100,477","112,501","103,156","110,496"
267,Spain,25,724,B,"821,605","1,020,067","1,657,285","4,107,226","6,280,065","5,891,208","6,104,203","390,448","499,114","838,058","2,140,680","3,238,238","2,884,000","2,913,747","431,157","520,953","819,227","1,966,546","3,041,827","3,007,208","3,190,456"
268,Western Europe,,926,,"16,626,875","18,720,765","20,840,377","22,257,442","24,016,355","26,081,834","30,427,318","8,680,276","9,536,164","10,405,929","11,002,117","11,728,272","12,716,722","15,296,281","7,946,599","9,184,601","10,434,448","11,255,325","12,288,083","13,365,112","15,131,037"
269,Austria,,40,B,"793,239","894,893","996,547","1,136,270","1,275,992","1,492,374","1,779,857","368,287","423,302","478,318","543,618","608,918","716,470","873,536","424,952","471,591","518,229","592,652","667,074","775,904","906,321"
270,Belgium,,56,B,"1,280,583","1,288,003","1,268,368","1,248,733","1,503,806","1,783,488","1,981,919","654,543","651,788","636,275","620,924","726,881","869,989","979,191","626,040","636,215","632,093","627,809","776,925","913,499","1,002,728"
271,France,,250,B,"5,897,267","6,087,993","6,278,718","6,737,600","7,309,986","7,874,172","8,334,875","2,999,376","3,046,083","3,092,789","3,300,859","3,554,527","3,806,413","4,019,290","2,897,891","3,041,910","3,185,929","3,436,741","3,755,459","4,067,759","4,315,585"
272,Germany,,276,B,"5,936,181","7,464,406","8,992,631","9,402,447","9,812,263","10,220,418","13,132,146","3,293,128","3,898,397","4,503,666","4,676,178","4,848,689","5,037,961","6,881,990","2,643,053","3,566,009","4,488,965","4,726,269","4,963,574","5,182,457","6,250,156"
273,Liechtenstein,,438,B,"10,906","13,311","15,483","18,898","22,342","23,799","25,467","5,956","7,068","7,980","9,434","10,867","11,605","12,406","4,950","6,243","7,503","9,464","11,475","12,194","13,061"
274,Luxembourg,,442,B,"113,795","126,106","139,750","150,618","163,142","248,888","291,723","56,062","62,292","69,286","74,951","81,420","126,129","148,670","57,733","63,814","70,464","75,667","81,722","122,759","143,053"
275,Monaco,,492,B,"20,359","21,060","21,787","21,312","21,132","25,983","26,511","9,471","9,955","10,458","10,322","10,325","12,599","12,851","10,888","11,105","11,329","10,990","10,807","13,384","13,660"
276,Netherlands,,528,B,"1,182,263","1,346,164","1,556,337","1,736,127","1,832,510","1,996,318","2,282,791","592,343","668,236","765,302","843,444","881,264","952,313","1,103,004","589,920","677,928","791,035","892,683","951,246","1,044,005","1,179,787"
277,Switzerland,,756,B,"1,392,282","1,478,829","1,570,756","1,805,437","2,075,182","2,416,394","2,572,029","701,110","769,043","841,855","922,387","1,005,381","1,183,243","1,265,343","691,172","709,786","728,901","883,050","1,069,801","1,233,151","1,306,686"
278,NORTHERN AMERICA,,918,,"27,610,408","33,340,948","40,351,694","45,363,257","50,970,861","55,633,443","58,647,822","13,497,226","16,401,865","19,983,823","22,544,640","24,944,560","26,993,701","28,288,272","14,113,182","16,939,083","20,367,871","22,818,617","26,026,301","28,639,742","30,359,550"
279,Bermuda,,60,B,"15,683","16,676","17,668","18,276","18,884","19,126","19,336","7,557","8,044","8,531","8,866","9,202","9,336","9,439","8,126","8,632","9,137","9,410","9,682","9,790","9,897"
280,Canada,,124,B,"4,333,318","4,864,778","5,511,914","6,078,985","6,761,226","7,428,657","7,960,657","2,109,652","2,356,105","2,659,135","2,915,838","3,236,539","3,533,164","3,786,190","2,223,666","2,508,673","2,852,779","3,163,147","3,524,687","3,895,493","4,174,467"
281,Greenland,,304,B,"9,282","7,121","6,601","6,556","6,091","5,797","5,690","6,472","4,875","4,616","4,461","4,119","3,812","3,742","2,810","2,246","1,985","2,095","1,972","1,985","1,948"
282,Saint Pierre and Miquelon,,666,B,"1,099","1,320","1,458","1,147","1,017",986,990,560,682,756,597,531,516,519,539,638,702,550,486,470,471
283,United States of America,,840,B,"23,251,026","28,451,053","34,814,053","39,258,293","44,183,643","48,178,877","50,661,149","11,372,985","14,032,159","17,310,785","19,614,878","21,694,169","23,446,873","24,488,382","11,878,041","14,418,894","17,503,268","19,643,415","22,489,474","24,732,004","26,172,767"
