,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,United Nations,,,,,,,,,,,,,,,,,
,,,,,Population Division,,,,,,,,,,,,,,,,,
,,,,,Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Workbook: UN_Migrant StockByAgeAndSex_2019.xlsx,,,,,,,,,,,,,,,,,
,,,,,"Table 5. Female migrants as a percentage of the international migrant stock by age and by major area, region, country or area, 1990-2019",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Copyright © 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,
,,,,,"Suggested citation: United Nations, Department of Economic and Social Affairs. Population Division (2019). International Migrant Stock 2019 (United Nations database, POP/DB/MIG/Stock/Rev.2019).",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Year,"Sort
order","Major area, region, country or area of destination",Notes,Code,Type of data (a),Female migrants as a percentage of the international migrant stock,,,,,,,,,,,,,,,,
,,,,,,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2005,2005260,Malta,,470,B,52.5,51.4,49.3,49.3,50.4,51.0,51.8,52.0,53.5,54.0,52.7,51.4,49.4,49.4,51.5,53.5,51.6
2005,2005261,Montenegro,,499,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,2005262,North Macedonia,,807,B,48.8,49.3,48.4,50.5,54.5,59.0,61.2,61.1,60.3,59.6,59.3,59.2,59.4,59.6,60.4,60.7,58.3
2005,2005263,Portugal,,620,B,33.4,36.2,40.6,40.3,42.9,46.9,54.2,57.7,59.0,59.0,59.5,61.4,63.1,57.8,58.6,55.4,51.1
2005,2005264,San Marino,,674,C,56.5,56.2,54.1,51.4,47.1,44.9,42.9,43.2,43.4,44.6,45.0,42.6,37.9,36.2,34.5,41.5,45.4
2005,2005265,Serbia,24,688,B,47.1,47.3,48.0,48.8,50.6,52.3,53.5,54.0,54.2,54.3,54.3,57.3,57.7,58.7,58.1,59.4,55.2
2005,2005266,Slovenia,,705,B,48.2,49.4,51.1,48.6,41.1,41.0,45.0,46.5,47.4,45.0,44.8,44.2,44.7,47.4,51.5,62.6,46.3
2005,2005267,Spain,25,724,B,49.1,48.7,47.8,48.0,48.0,47.6,46.3,45.8,46.5,48.0,49.9,51.7,52.2,51.5,52.2,52.8,47.9
2005,2005268,Western Europe,,926,,49.0,49.1,48.8,49.2,52.4,52.1,51.0,50.1,48.9,49.6,51.4,48.4,47.9,48.9,50.2,60.0,50.6
2005,2005269,Austria,,40,B,48.9,49.5,48.9,48.1,52.1,54.2,51.8,50.5,48.8,49.6,50.2,51.6,51.9,54.1,56.5,68.5,52.2
2005,2005270,Belgium,,56,B,49.9,49.6,50.0,50.6,53.6,52.9,51.0,49.4,48.2,47.2,47.0,48.2,48.6,49.7,51.9,61.0,50.3
2005,2005271,France,,250,B,50.2,49.2,49.6,49.3,54.0,53.1,51.6,50.6,50.7,51.6,51.2,47.5,46.4,46.4,49.4,59.9,51.0
2005,2005272,Germany,,276,B,48.3,48.5,47.6,49.0,52.6,52.0,50.6,49.6,47.9,49.5,53.8,48.3,47.6,49.6,49.0,57.3,50.3
2005,2005273,Liechtenstein,,438,B,50.2,50.3,51.1,52.5,54.1,54.8,54.5,52.5,50.9,49.1,46.7,45.0,43.0,42.9,45.8,48.4,50.1
2005,2005274,Luxembourg,,442,B,49.2,48.7,48.9,49.8,51.0,51.2,50.5,49.5,48.7,47.9,47.1,47.4,51.7,52.5,57.1,64.7,50.2
2005,2005275,Monaco,,492,B,51.5,50.8,49.3,47.8,49.1,50.7,52.7,51.6,50.9,49.6,49.5,50.1,51.0,51.7,54.4,55.9,51.6
2005,2005276,Netherlands,,528,B,52.5,53.3,53.8,51.8,49.9,50.2,52.0,53.4,49.5,46.4,48.4,54.0,54.7,52.6,51.5,60.7,51.4
2005,2005277,Switzerland,,756,B,46.9,47.3,47.2,47.0,48.8,50.1,49.9,48.2,47.8,47.2,46.2,46.2,47.5,50.0,54.6,64.7,48.9
2005,2005278,NORTHERN AMERICA,,918,,49.3,48.8,47.5,46.2,46.0,47.0,48.2,48.9,49.6,50.6,51.9,53.1,54.5,56.0,57.9,60.0,50.3
2005,2005279,Bermuda,,60,B,47.0,51.6,51.9,51.7,54.7,52.3,50.4,47.7,48.1,48.2,52.2,52.1,54.4,58.1,58.0,65.6,51.5
2005,2005280,Canada,,124,B,52.1,49.6,49.3,48.0,50.0,54.6,54.2,52.4,51.5,51.8,51.8,50.7,50.7,51.2,51.4,57.0,52.0
2005,2005281,Greenland,,304,B,54.7,48.2,48.4,52.6,39.9,41.1,36.6,31.3,26.8,29.1,28.9,19.9,17.9,12.8,14.8,10.0,32.0
2005,2005282,Saint Pierre and Miquelon,,666,B,48.2,48.6,49.0,47.7,45.5,47.3,49.0,49.6,47.1,42.1,45.2,45.9,45.2,41.2,50.0,80.0,48.0
2005,2005283,United States of America,,840,B,49.0,48.7,47.3,46.0,45.6,46.4,47.6,48.4,49.4,50.4,52.0,53.7,55.4,57.3,59.7,60.9,50.0
2010,2010001,WORLD,,900,,49.2,49.2,48.8,48.3,47.6,46.2,45.2,45.0,45.9,47.1,48.8,50.6,51.9,53.2,55.4,58.5,48.3
2010,2010002,UN development groups,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,2010003,More developed regions,b,901,,49.0,49.2,48.5,47.8,48.8,49.8,49.8,50.0,50.2,51.0,52.2,53.4,53.8,54.6,56.4,60.7,51.5
2010,2010004,Less developed regions,c,902,,49.2,49.2,49.1,48.9,46.0,41.8,39.3,38.0,38.6,39.7,41.7,44.4,47.5,50.1,53.0,54.5,43.8
2010,2010005,Least developed countries,d,941,,50.8,50.3,50.1,51.9,53.0,52.0,50.3,48.2,48.1,48.6,48.4,48.5,48.3,49.6,50.6,52.0,50.3
2010,2010006,"Less developed regions, excluding least developed countries",,934,,48.9,48.9,48.8,48.3,44.9,40.5,38.0,36.9,37.6,38.7,41.0,44.0,47.4,50.2,53.1,54.6,43.0
2010,2010007,World Bank income groups,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,2010008,High-income countries,e,1503,,48.7,48.9,48.5,47.6,46.6,45.2,44.1,44.2,45.7,47.2,49.3,51.4,52.3,53.3,55.1,60.2,48.0
2010,2010009,Middle-income countries,e,1517,,49.3,49.2,48.9,48.8,48.3,47.3,46.9,46.2,46.2,46.5,47.7,49.3,51.2,53.3,56.1,55.5,48.7
2010,2010010,Upper-middle-income countries,e,1502,,48.8,48.6,48.4,48.0,47.2,46.0,45.6,45.7,46.0,46.3,47.7,49.6,51.5,54.3,57.4,58.8,48.2
2010,2010011,Lower-middle-income countries,e,1501,,50.3,50.4,49.7,50.4,50.6,50.2,49.1,47.0,46.7,46.8,47.7,48.8,50.8,52.1,54.7,53.0,49.5
2010,2010012,Low-income countries,e,1500,,50.6,50.3,50.3,52.2,52.9,52.3,50.7,49.2,48.2,49.1,49.0,49.8,50.1,52.2,54.1,54.9,50.7
2010,2010013,No income group available,e,1518,,49.4,49.8,51.4,52.7,54.7,55.1,54.7,53.6,52.5,51.4,49.8,49.0,46.8,45.5,49.1,52.1,52.1
2010,2010014,Geographic regions,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,2010015,Africa,,903,,50.6,50.6,50.4,51.2,50.5,48.3,45.5,42.8,40.9,40.6,40.4,41.6,43.2,44.9,45.6,48.4,46.4
2010,2010016,Asia,,935,,48.7,48.5,48.3,47.7,44.6,39.8,37.3,36.3,37.5,38.8,41.4,44.6,48.1,51.4,54.6,54.9,42.6
2010,2010017,Europe,,908,,48.9,49.2,48.9,48.7,50.3,51.3,50.3,50.0,49.9,50.7,52.2,53.4,53.3,54.0,55.7,61.8,51.7
2010,2010018,Latin America and the Caribbean,,904,,48.8,48.9,49.5,50.5,50.3,50.4,50.4,50.2,50.3,50.1,50.1,49.8,50.1,49.2,49.8,56.2,50.3
2010,2010019,Northern America,,905,,49.5,49.3,48.0,46.7,46.4,47.4,48.8,49.5,50.2,51.1,52.4,53.8,55.2,56.6,58.8,60.3,51.1
2010,2010020,Oceania,,909,,49.1,48.9,48.8,48.4,47.9,49.7,50.9,51.4,51.2,50.9,50.7,50.5,49.2,48.7,49.5,54.8,50.3
2010,2010021,Sustainable Development Goal (SDG) regions,f,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,2010022,SUB-SAHARAN AFRICA,,947,,51.0,51.0,50.8,51.8,51.3,49.2,46.5,43.8,41.9,41.4,41.1,42.2,43.7,45.0,45.7,48.4,47.1
2010,2010023,Eastern Africa,,910,,50.5,50.2,49.7,50.1,51.3,50.3,49.3,48.2,47.4,47.2,46.9,47.0,47.9,49.6,50.2,51.2,49.3
2010,2010024,Burundi,,108,B R,57.6,57.5,57.3,54.5,48.7,43.9,44.0,46.1,48.3,50.2,51.2,52.5,52.4,52.4,52.4,52.5,50.8
2010,2010025,Comoros,,174,B,55.0,56.2,56.9,55.9,54.4,53.7,53.8,52.0,50.2,48.2,46.0,44.9,44.9,46.6,46.0,46.7,52.0
2010,2010026,Djibouti,,262,B R,36.1,41.0,46.6,52.8,57.1,55.1,52.3,44.7,40.3,39.2,38.5,39.1,39.3,45.5,45.3,45.5,47.5
2010,2010027,Eritrea,,232,I,44.8,44.3,43.1,43.1,43.6,44.5,45.2,45.8,46.2,46.6,46.8,47.2,45.3,51.1,50.5,56.4,45.1
2010,2010028,Ethiopia,,231,B R,46.4,46.4,46.4,46.6,46.9,47.2,47.5,47.8,48.1,48.5,49.0,49.4,48.0,53.2,53.2,53.3,47.6
2010,2010029,Kenya,,404,B R,49.6,48.8,46.8,47.5,51.8,51.7,51.7,51.3,50.8,50.2,50.2,50.8,55.9,54.3,54.5,54.0,50.5
2010,2010030,Madagascar,,450,C,59.2,58.4,56.8,54.6,50.5,46.6,46.1,47.8,48.6,46.1,40.9,35.5,31.0,27.7,26.0,25.4,43.2
2010,2010031,Malawi,,454,B R,50.2,50.6,50.8,53.0,55.2,52.6,50.3,48.0,51.1,51.5,53.8,53.8,55.6,55.2,58.1,57.1,52.3
2010,2010032,Mauritius,1,480,C,45.1,44.2,48.5,55.2,60.2,60.5,52.7,46.5,40.2,36.2,36.5,35.4,35.0,31.6,34.2,36.2,46.9
2010,2010033,Mayotte,,175,B,47.8,50.5,54.7,57.5,57.5,56.0,54.5,52.7,50.6,47.7,45.1,44.3,44.9,44.5,45.2,45.1,52.6
2010,2010034,Mozambique,,508,B R,51.9,51.3,52.6,55.2,55.6,53.9,50.5,48.9,47.6,48.2,47.4,46.4,45.1,47.1,48.3,50.4,51.7
2010,2010035,Réunion,,638,B,48.4,48.7,49.2,49.9,50.5,51.1,51.2,50.7,49.6,48.2,46.5,44.8,43.1,41.9,43.0,44.2,49.0
2010,2010036,Rwanda,,646,B R,49.5,50.6,51.8,51.4,52.0,50.0,50.0,47.2,45.5,46.8,47.7,47.7,49.6,57.4,62.1,67.7,49.9
2010,2010037,Seychelles,,690,B,37.5,38.5,37.2,34.4,31.0,29.0,31.1,31.4,31.9,31.2,31.8,32.1,32.4,28.8,31.3,41.1,31.7
2010,2010038,Somalia,,706,I R,51.4,51.8,54.8,55.2,53.4,50.8,47.0,42.6,39.0,37.7,37.5,38.8,41.1,42.1,47.0,51.7,47.6
2010,2010039,South Sudan,,728,B R,53.1,53.6,49.7,48.2,48.7,48.8,48.6,48.2,47.3,46.2,45.4,43.6,41.3,38.0,41.6,43.5,48.5
2010,2010040,Uganda,,800,B R,50.7,50.9,50.5,50.3,54.3,55.3,55.2,53.7,51.5,48.7,44.6,42.2,43.1,44.1,45.0,46.0,50.9
2010,2010041,United Republic of Tanzania,2,834,B R,48.8,49.3,49.9,50.5,51.1,51.4,51.3,50.8,50.5,50.5,50.3,49.6,48.7,47.9,47.9,47.9,50.1
2010,2010042,Zambia,,894,B R,51.0,51.5,52.0,52.1,51.3,49.8,48.7,48.3,48.1,47.9,47.7,46.7,45.8,44.5,42.1,42.5,49.4
2010,2010043,Zimbabwe,,716,B R,52.4,52.3,52.1,50.4,47.0,43.2,40.2,38.0,36.7,36.5,37.9,40.9,45.8,50.9,50.9,51.1,43.0
2010,2010044,Middle Africa,,911,,50.5,50.9,50.3,53.5,51.9,51.3,49.0,46.5,45.5,47.6,46.4,46.3,41.2,42.6,44.7,46.8,49.0
2010,2010045,Angola,,24,B R,60.8,61.7,62.5,63.5,62.8,56.7,48.3,43.3,42.2,42.1,42.1,42.3,46.3,51.1,51.1,55.2,51.7
2010,2010046,Cameroon,,120,B,43.8,50.4,37.2,43.9,46.2,46.0,46.0,45.9,45.9,45.8,45.7,45.6,35.4,36.5,36.4,36.6,44.6
2010,2010047,Central African Republic,,140,C,51.3,49.5,48.1,48.1,48.2,47.0,45.9,45.2,45.0,44.6,43.0,42.5,43.9,46.1,46.0,47.7,46.8
2010,2010048,Chad,,148,B R,55.9,56.2,60.4,64.3,52.4,57.6,56.2,48.7,44.8,59.4,57.5,62.1,35.3,38.4,49.5,59.4,55.2
2010,2010049,Congo,,178,B,46.0,47.9,49.6,49.8,48.2,46.0,44.5,43.8,43.7,43.6,42.9,42.1,41.7,41.4,41.4,41.4,45.6
2010,2010050,Democratic Republic of the Congo,,180,B R,49.1,49.3,49.7,52.1,54.0,54.1,53.7,54.5,54.8,53.8,51.5,48.7,44.1,41.9,41.9,41.9,51.7
2010,2010051,Equatorial Guinea,,226,C,58.2,60.6,58.1,53.6,48.3,44.3,40.3,38.6,38.0,40.2,40.1,42.1,42.2,42.1,53.8,66.7,45.3
2010,2010052,Gabon,,266,C,46.3,44.1,43.3,46.5,43.3,41.1,40.5,38.8,37.3,36.4,36.4,37.9,39.5,45.3,45.2,45.3,41.4
2010,2010053,Sao Tome and Principe,,678,C,47.9,58.1,50.0,49.5,48.4,47.9,43.9,43.1,45.4,49.0,50.5,46.6,48.2,50.4,54.1,56.3,49.9
2010,2010054,Southern Africa,,913,,51.0,50.5,48.6,46.1,43.5,40.8,38.4,37.1,37.2,38.3,40.3,45.4,50.8,52.7,51.2,49.8,42.5
2010,2010055,Botswana,,72,B,46.3,48.1,48.0,49.1,47.1,44.5,42.2,38.5,37.3,38.0,40.2,41.2,43.6,44.0,48.9,49.6,43.1
2010,2010056,Eswatini,,748,B R,50.4,51.0,52.0,52.4,51.1,48.1,45.4,44.0,44.0,45.1,46.3,48.2,51.0,54.3,58.9,61.7,48.6
2010,2010057,Lesotho,,426,C R,46.7,46.4,46.5,47.8,47.9,46.5,44.7,42.8,43.2,44.0,47.0,50.8,46.8,49.3,53.3,64.3,45.9
2010,2010058,Namibia,,516,B,47.9,51.2,49.5,45.1,43.8,44.3,44.0,41.5,43.9,47.1,48.5,47.2,48.5,47.6,48.9,57.9,46.3
2010,2010059,South Africa,,710,B R,51.6,50.6,48.5,46.0,43.1,40.2,37.8,36.7,36.8,37.9,39.9,45.4,51.1,53.1,51.3,48.7,42.2
2010,2010060,Western Africa,,914,,51.5,51.8,52.2,53.9,53.6,50.7,46.7,42.4,38.5,36.2,34.6,34.1,35.6,36.5,39.3,44.5,46.4
2010,2010061,Benin,,204,C B R,50.8,52.2,52.6,56.2,62.3,62.1,55.0,50.7,46.9,47.1,47.3,45.6,49.7,51.2,53.1,57.6,53.6
2010,2010062,Burkina Faso,,854,B R,49.2,48.4,48.3,52.8,54.6,54.5,51.8,52.2,53.2,54.9,54.9,56.1,56.3,54.4,57.6,59.7,52.4
2010,2010063,Cabo Verde,,132,B,50.3,50.3,49.6,49.0,47.4,46.0,47.4,50.3,51.4,49.3,46.6,47.4,53.3,64.8,64.9,64.7,49.3
2010,2010064,Côte d'Ivoire,,384,C B,61.7,64.2,66.5,64.3,58.9,51.9,46.3,40.8,36.1,32.1,29.0,27.7,29.6,30.6,32.6,35.9,44.6
2010,2010065,Gambia,,270,B,53.0,54.7,56.4,55.3,51.1,46.6,44.7,44.0,40.9,35.6,32.0,31.9,31.9,36.8,36.7,37.4,47.2
2010,2010066,Ghana,,288,B,51.6,50.8,51.0,49.7,48.9,46.3,42.6,39.2,40.1,42.1,42.7,44.2,42.2,49.6,44.3,44.5,46.7
2010,2010067,Guinea,,324,C B R,44.9,45.0,45.7,48.9,51.8,51.6,49.6,46.6,43.8,43.5,44.7,46.2,47.2,47.3,47.7,47.7,47.8
2010,2010068,Guinea-Bissau,,624,B R,49.5,49.0,49.4,51.6,57.1,55.1,51.7,48.8,48.0,48.3,49.0,50.3,50.4,52.3,54.5,57.6,51.1
2010,2010069,Liberia,,430,B,56.4,57.0,57.9,51.2,40.5,34.8,32.9,31.5,29.6,29.5,29.6,32.8,34.8,34.5,41.4,45.4,42.6
2010,2010070,Mali,,466,B R,49.0,48.0,48.7,49.2,51.3,50.7,49.7,48.4,46.7,45.8,45.8,48.5,52.2,53.9,53.7,52.7,49.3
2010,2010071,Mauritania,,478,C R,46.4,45.9,45.3,43.4,41.1,39.8,39.5,40.3,39.5,38.5,37.7,40.1,42.8,45.7,46.5,47.8,42.6
2010,2010072,Niger,,562,B R,52.5,52.8,56.8,60.4,49.2,54.1,52.9,45.8,42.1,55.8,54.0,58.4,33.2,36.1,46.5,55.8,52.5
2010,2010073,Nigeria,,566,C R,46.4,48.2,47.7,47.1,47.9,46.2,41.4,36.2,32.0,29.9,29.7,30.8,31.9,32.9,35.6,37.8,41.8
2010,2010074,Saint Helena,3,654,C,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.2
2010,2010075,Senegal,,686,B R,50.0,50.3,49.9,53.4,51.3,47.2,44.9,41.8,40.6,39.8,39.1,38.7,41.4,43.8,47.3,49.7,46.9
2010,2010076,Sierra Leone,,694,B R,37.5,36.8,33.7,33.3,35.3,43.3,51.6,60.4,65.5,72.8,76.0,74.6,64.1,54.6,48.3,47.9,45.0
2010,2010077,Togo,,768,C R,53.2,51.1,50.3,51.1,53.0,51.2,46.6,43.6,41.8,43.0,44.1,43.7,48.7,47.6,55.4,52.5,49.4
2010,2010078,NORTHERN AFRICA AND WESTERN ASIA,,1833,,48.5,48.2,47.9,45.8,37.8,31.6,28.4,26.7,27.1,27.6,31.2,37.7,44.9,50.7,52.5,56.1,35.1
2010,2010079,Northern Africa,,912,,47.5,47.5,47.4,46.2,43.5,40.9,37.5,34.7,32.8,33.8,35.1,36.6,40.3,44.5,45.4,48.7,40.8
2010,2010080,Algeria,,12,B R,45.7,45.1,44.7,46.5,47.5,48.3,48.7,47.9,47.6,49.3,49.5,47.1,45.6,43.5,43.5,43.5,47.1
2010,2010081,Egypt,,818,B R,47.9,46.1,45.2,41.2,40.2,45.7,46.6,44.5,42.0,42.1,41.3,41.7,38.4,37.7,45.2,57.4,43.8
2010,2010082,Libya,,434,C,46.1,46.1,46.2,44.5,38.5,29.6,22.4,17.1,13.9,13.0,14.0,17.2,26.6,35.1,34.4,42.9,28.4
2010,2010083,Morocco,,504,C,48.6,48.8,48.7,47.8,46.4,46.0,47.4,48.8,49.5,49.5,49.8,51.1,53.3,55.9,58.1,59.2,49.6
2010,2010084,Sudan,4,729,B R,48.6,49.1,49.1,49.1,49.2,49.4,49.7,50.0,50.0,49.8,49.5,49.2,48.9,48.5,47.8,47.5,49.2
2010,2010085,Tunisia,,788,C,47.7,47.6,47.3,46.5,46.0,46.4,47.5,48.4,49.1,49.6,50.1,50.6,52.0,51.9,51.7,52.6,48.5
2010,2010086,Western Sahara,,732,I,44.8,44.4,45.6,45.4,45.3,43.3,42.3,40.5,39.1,38.3,38.0,38.1,39.8,41.3,44.3,52.9,41.9
2010,2010087,Western Asia,,922,,48.6,48.3,48.0,45.8,37.4,31.2,28.0,26.4,26.8,27.2,30.9,37.7,45.3,51.4,53.2,56.5,34.8
2010,2010088,Armenia,,51,B R,48.2,48.0,48.9,51.2,52.4,57.0,58.0,57.0,60.1,60.6,60.3,60.1,62.4,60.9,59.6,68.3,59.4
2010,2010089,Azerbaijan,5,31,B R,44.7,45.5,46.3,48.0,50.4,52.5,53.3,53.0,53.0,53.2,53.5,53.9,55.1,58.6,58.6,58.7,53.2
2010,2010090,Bahrain,,48,C,50.0,49.8,49.5,45.5,28.4,22.8,24.5,25.1,23.9,25.2,21.7,19.9,24.6,32.5,39.9,45.2,27.7
2010,2010091,Cyprus,6,196,B,48.1,48.3,46.7,48.3,52.4,58.8,61.0,62.0,60.7,56.1,54.3,52.9,50.4,49.5,53.1,57.6,56.3
2010,2010092,Georgia,7,268,B,39.0,38.1,40.4,43.0,46.6,53.1,56.8,59.2,60.9,58.9,61.1,49.5,61.9,60.3,62.0,67.6,56.2
2010,2010093,Iraq,,368,C R,43.3,44.2,44.8,42.8,40.6,36.3,31.7,29.0,33.6,38.9,43.0,44.0,44.3,47.5,47.4,47.4,37.8
2010,2010094,Israel,,376,B R,50.3,50.1,50.2,50.0,50.9,52.5,53.3,53.4,53.9,54.6,54.9,54.1,53.7,55.6,56.8,57.7,54.4
2010,2010095,Jordan,,400,C R,49.6,49.8,49.2,50.1,49.8,49.6,48.8,48.0,47.2,46.6,48.1,48.5,49.0,51.6,49.4,49.4,49.2
2010,2010096,Kuwait,,414,C R,40.4,40.1,39.7,37.3,32.8,28.5,26.2,25.2,23.8,22.0,20.4,20.8,25.8,25.8,25.8,31.0,30.0
2010,2010097,Lebanon,,422,B R,48.3,47.5,48.3,47.6,47.4,47.5,48.2,48.3,47.1,45.9,46.9,48.6,50.1,52.2,52.7,52.6,47.9
2010,2010098,Oman,,512,C,35.9,35.2,33.9,34.5,28.4,19.3,17.3,15.8,12.7,10.2,9.6,12.1,17.1,26.6,30.0,33.0,19.3
2010,2010099,Qatar,,634,C,38.6,38.0,35.1,27.8,20.0,14.4,15.8,12.4,11.8,11.1,10.6,20.7,24.1,30.1,20.0,21.0,17.2
2010,2010100,Saudi Arabia,,682,C R,46.5,46.5,46.5,44.4,38.1,31.3,25.6,22.4,18.8,16.7,16.8,19.7,25.0,32.8,36.9,39.2,29.6
2010,2010101,State of Palestine,8,275,B,48.6,48.6,48.6,49.1,51.5,55.5,58.3,60.9,63.7,65.5,62.7,58.0,59.1,59.1,57.7,61.5,55.6
2010,2010102,Syrian Arab Republic,,760,C R,49.6,49.8,50.3,50.8,50.9,50.4,49.2,47.5,46.3,46.2,47.7,50.3,52.8,54.3,54.8,55.2,48.9
2010,2010103,Turkey,,792,B R,49.7,45.2,51.9,49.7,54.3,56.7,55.4,54.1,57.0,52.2,53.0,51.8,52.9,54.6,54.3,58.7,54.2
2010,2010104,United Arab Emirates,,784,C R,57.6,57.4,55.8,46.7,29.3,22.6,17.9,16.5,19.1,18.5,19.1,18.9,25.0,33.5,41.8,48.9,25.3
2010,2010105,Yemen,,887,CR,48.6,47.9,47.1,46.3,46.0,46.3,46.1,44.7,42.9,41.3,40.7,42.8,48.1,53.8,53.8,54.3,45.9
2010,2010106,CENTRAL AND SOUTHERN ASIA,,921,,49.3,48.6,47.3,47.6,48.1,48.6,48.5,47.0,46.9,46.6,47.2,48.3,50.4,52.7,56.3,52.9,49.0
2010,2010107,Central Asia,,5500,,49.7,49.2,49.1,48.8,48.3,48.7,50.2,50.5,49.2,48.1,49.3,51.4,54.0,59.8,65.7,66.4,52.7
2010,2010108,Kazakhstan,,398,B,49.7,49.9,50.0,48.8,47.7,47.8,48.9,48.7,46.3,44.2,45.6,48.8,51.9,60.9,71.0,71.0,51.3
2010,2010109,Kyrgyzstan,,417,B,48.7,49.0,49.7,48.5,50.7,54.9,58.1,58.9,59.4,59.0,59.8,60.8,62.0,63.9,63.9,71.3,59.2
2010,2010110,Tajikistan,,762,B,48.2,48.6,48.9,50.5,52.1,53.6,54.6,55.1,55.3,55.7,56.3,57.4,58.9,60.0,60.6,60.6,56.5
2010,2010111,Turkmenistan,,795,B,50.5,47.3,47.2,49.0,50.8,52.0,52.6,52.9,53.1,53.3,54.1,54.4,54.6,55.3,58.3,60.4,54.2
2010,2010112,Uzbekistan,,860,B,49.9,46.7,46.6,48.4,50.1,51.3,51.9,52.2,52.4,52.7,53.4,53.7,56.1,58.0,60.1,60.1,54.2
2010,2010113,Southern Asia,,5501,,49.2,48.3,46.7,47.2,48.1,48.5,48.1,46.1,46.2,46.1,46.4,46.9,48.5,48.4,49.8,49.7,47.6
2010,2010114,Afghanistan,,4,B,43.2,44.8,46.6,47.3,46.9,45.7,43.8,42.1,40.8,40.0,39.9,39.8,40.0,41.5,41.4,42.6,43.6
2010,2010115,Bangladesh,,50,B R,50.4,50.3,47.3,47.2,50.4,49.4,47.3,43.4,46.4,45.1,46.9,46.8,46.8,46.7,46.6,46.3,47.2
2010,2010116,Bhutan,,64,B,44.1,42.9,46.1,30.8,8.4,17.5,11.5,13.6,16.2,18.6,20.8,26.1,32.7,34.6,37.7,42.4,18.9
2010,2010117,India,,356,B R,49.8,49.2,47.4,47.7,48.5,51.8,51.4,47.8,46.6,46.2,46.5,47.3,49.4,49.4,50.8,50.8,48.7
2010,2010118,Iran (Islamic Republic of),,364,B R,49.3,47.6,45.8,43.9,42.3,41.4,41.1,41.5,42.7,43.9,44.0,42.7,41.3,38.2,38.2,38.2,43.1
2010,2010119,Maldives,,462,C,41.6,39.9,39.1,37.5,20.8,20.5,20.0,19.0,18.1,17.4,16.8,16.4,16.8,18.3,19.6,20.5,23.7
2010,2010120,Nepal,,524,B R,48.4,47.6,48.2,62.2,71.6,71.7,71.3,70.6,71.3,70.6,69.6,68.4,72.1,71.8,72.7,73.0,67.2
2010,2010121,Pakistan,,586,B R,47.9,47.2,46.6,46.7,47.5,48.3,48.0,46.7,45.6,45.2,45.5,46.3,47.6,47.6,49.0,49.0,47.4
2010,2010122,Sri Lanka,,144,B R,48.4,48.4,48.4,47.1,43.7,42.6,43.6,41.1,40.3,42.5,48.0,48.2,51.3,51.1,54.4,54.5,46.9
2010,2010123,EASTERN AND SOUTH-EASTERN ASIA,,1832,,48.5,49.3,50.4,50.7,51.6,48.9,49.9,50.8,49.8,49.0,47.9,46.7,46.5,48.3,51.9,59.0,50.0
2010,2010124,Eastern Asia,,906,,45.3,46.1,47.4,49.6,55.4,52.7,55.0,56.0,53.6,52.7,50.4,48.0,48.2,50.0,53.1,61.7,52.8
2010,2010125,China,9,156,C,39.8,39.5,39.3,40.8,43.4,45.2,44.2,41.6,39.1,37.2,36.4,37.0,38.9,38.9,38.9,38.9,40.5
2010,2010126,"China, Hong Kong SAR",10,344,B,50.5,51.8,51.9,52.3,67.2,69.0,73.4,70.1,57.6,55.1,51.5,48.4,49.6,51.4,54.5,63.7,58.7
2010,2010127,"China, Macao SAR",11,446,B,45.1,52.4,48.3,53.2,54.6,55.0,53.1,55.3,59.2,57.2,51.3,49.1,49.2,49.8,52.9,60.1,54.0
2010,2010128,Dem. People's Republic of Korea,,408,I,49.4,49.1,48.8,50.6,54.0,56.2,55.0,51.7,48.5,46.2,45.2,46.0,48.3,52.2,52.2,52.2,50.5
2010,2010129,Japan,,392,C,47.7,47.7,48.5,50.9,54.6,52.7,54.8,56.7,59.2,57.5,56.2,53.5,50.2,52.1,53.9,59.8,54.4
2010,2010130,Mongolia,,496,C,44.4,44.9,44.2,40.0,33.8,26.9,22.4,18.8,18.3,19.9,22.9,28.1,33.6,42.7,48.5,53.9,26.0
