,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,United Nations,,,,,,,,,,,,,,,,,
,,,,,Population Division,,,,,,,,,,,,,,,,,
,,,,,Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Workbook: UN_Migrant StockByAgeAndSex_2019.xlsx,,,,,,,,,,,,,,,,,
,,,,,"Table 5. Female migrants as a percentage of the international migrant stock by age and by major area, region, country or area, 1990-2019",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Copyright © 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,
,,,,,"Suggested citation: United Nations, Department of Economic and Social Affairs. Population Division (2019). International Migrant Stock 2019 (United Nations database, POP/DB/MIG/Stock/Rev.2019).",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Year,"Sort
order","Major area, region, country or area of destination",Notes,Code,Type of data (a),Female migrants as a percentage of the international migrant stock,,,,,,,,,,,,,,,,
,,,,,,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2005,2005108,Kazakhstan,,398,B,51.1,51.3,51.3,50.2,49.0,49.1,50.2,50.0,47.6,45.4,46.9,50.2,53.3,62.5,73.0,73.0,52.5
2005,2005109,Kyrgyzstan,,417,B,48.6,48.0,49.0,49.1,51.9,55.0,56.5,56.8,57.3,57.4,58.1,59.3,60.0,61.9,64.3,71.7,58.6
2005,2005110,Tajikistan,,762,B,48.5,48.9,49.2,50.8,52.5,54.0,55.0,55.5,55.7,56.0,56.5,57.7,59.2,60.4,61.0,61.1,56.7
2005,2005111,Turkmenistan,,795,B,47.6,44.5,45.8,47.4,49.3,50.7,51.4,51.7,51.8,52.0,52.4,53.0,53.3,55.0,56.7,58.5,52.5
2005,2005112,Uzbekistan,,860,B,50.0,46.8,48.1,49.8,51.8,53.3,54.1,54.3,54.4,54.6,55.1,55.7,57.8,59.5,61.0,61.1,55.7
2005,2005113,Southern Asia,,5501,,50.2,49.1,47.3,47.4,47.9,49.2,48.4,46.5,46.7,46.4,46.7,47.0,48.3,48.2,49.5,49.4,47.9
2005,2005114,Afghanistan,,4,B,43.2,44.6,46.2,47.5,47.6,46.1,43.9,41.8,40.3,39.6,39.6,39.6,39.7,40.6,40.4,42.0,43.6
2005,2005115,Bangladesh,,50,B R,50.1,50.4,46.7,46.9,50.1,48.8,46.6,42.7,46.1,45.0,46.8,46.7,46.6,46.5,46.4,46.3,46.8
2005,2005116,Bhutan,,64,B,41.6,40.4,43.3,29.6,8.1,23.1,13.4,16.0,18.3,21.9,24.5,28.6,35.6,31.9,34.8,39.2,18.7
2005,2005117,India,,356,B R,49.6,49.0,47.3,47.5,48.4,51.6,51.3,47.6,46.5,46.1,46.4,47.2,49.2,49.2,50.6,50.6,48.6
2005,2005118,Iran (Islamic Republic of),,364,B R,51.7,49.8,48.0,45.9,44.3,43.3,43.0,43.5,44.7,45.9,46.0,44.7,43.3,40.0,40.0,40.0,45.1
2005,2005119,Maldives,,462,C,48.9,47.0,41.6,41.9,42.1,41.6,40.5,38.4,36.7,35.1,33.9,33.1,34.2,37.3,40.0,41.7,39.9
2005,2005120,Nepal,,524,B R,48.4,47.7,47.9,59.1,68.2,69.1,68.9,68.2,69.1,68.2,67.6,66.3,68.1,68.1,69.5,68.9,65.4
2005,2005121,Pakistan,,586,B R,46.7,46.0,45.4,45.5,46.3,47.1,46.8,45.5,44.5,44.1,44.4,45.1,46.4,46.4,47.7,47.7,46.1
2005,2005122,Sri Lanka,,144,B R,48.8,48.8,48.8,57.9,57.6,58.0,57.8,55.4,51.6,47.2,43.9,42.4,42.3,42.5,42.6,42.8,46.1
2005,2005123,EASTERN AND SOUTH-EASTERN ASIA,,1832,,48.6,49.0,49.4,49.9,51.1,50.8,52.1,51.7,49.8,48.9,47.5,46.3,46.8,49.0,52.0,58.7,50.4
2005,2005124,Eastern Asia,,906,,47.0,48.0,48.4,50.4,55.3,53.9,56.6,56.4,53.7,51.7,49.0,47.1,47.9,49.8,52.5,60.2,52.8
2005,2005125,China,9,156,C,43.2,43.0,42.7,44.3,47.2,49.2,48.0,45.2,42.4,40.4,39.6,40.2,42.3,42.3,42.3,42.3,44.0
2005,2005126,"China, Hong Kong SAR",10,344,B,49.0,50.3,50.3,50.7,65.2,66.9,71.2,68.0,55.8,53.4,50.0,47.0,48.1,49.9,52.9,61.8,56.4
2005,2005127,"China, Macao SAR",11,446,B,45.3,49.4,47.2,52.2,58.0,56.5,56.7,56.0,54.2,52.2,48.7,47.5,48.0,51.2,54.4,60.7,53.3
2005,2005128,Dem. People's Republic of Korea,,408,I,49.5,49.2,48.9,50.7,54.1,56.3,55.2,51.8,48.6,46.3,45.3,46.1,48.4,52.3,52.3,52.3,50.7
2005,2005129,Japan,,392,C,48.4,48.6,49.1,50.5,54.4,53.7,55.2,55.1,56.3,54.6,52.6,51.8,51.0,53.0,53.7,57.9,53.7
2005,2005130,Mongolia,,496,C,52.9,53.8,53.4,49.5,42.5,34.9,29.6,25.4,24.8,26.8,30.4,36.3,42.0,51.9,58.8,65.5,34.0
2005,2005131,Republic of Korea,,410,C,50.7,51.7,51.1,65.3,48.3,36.8,33.8,35.9,47.1,45.5,41.4,38.3,40.2,46.2,55.6,61.9,41.5
2005,2005132,South-Eastern Asia,,920,,49.6,49.6,49.9,49.7,48.7,48.7,48.5,47.3,45.6,45.1,45.0,44.8,44.6,47.0,51.0,55.3,48.2
2005,2005133,Brunei Darussalam,,96,B,49.5,48.0,49.8,48.3,48.7,45.3,42.7,40.0,37.2,40.6,44.5,51.0,44.9,48.6,48.5,48.8,43.9
2005,2005134,Cambodia,,116,B,54.2,51.8,49.9,51.3,52.2,51.0,48.1,46.1,45.4,46.8,47.9,47.8,49.4,51.8,51.8,52.4,49.6
2005,2005135,Indonesia,,360,B R,43.8,44.7,45.1,46.1,45.4,44.4,42.9,40.3,37.1,37.3,36.9,37.5,38.7,37.8,39.1,43.7,42.8
2005,2005136,Lao People's Democratic Republic,,418,C R,59.1,58.3,56.5,53.5,49.0,45.2,43.2,41.5,39.7,38.6,37.9,39.5,46.6,52.3,51.5,56.8,46.3
2005,2005137,Malaysia,12,458,C R,47.9,47.4,44.4,41.3,37.8,39.2,41.4,40.6,38.9,38.9,39.6,40.0,40.6,42.9,47.3,50.4,40.9
2005,2005138,Myanmar,,104,C,50.8,50.8,47.4,51.6,49.8,46.6,44.6,42.8,41.2,41.7,42.9,45.1,49.3,49.0,52.4,61.9,46.4
2005,2005139,Philippines,,608,C R,54.2,54.4,54.7,54.3,53.1,51.4,49.8,47.5,43.9,40.3,38.3,37.7,38.2,41.2,45.0,48.3,48.3
2005,2005140,Singapore,,702,B,51.0,51.0,52.2,55.0,58.4,59.8,58.6,56.1,54.1,53.0,52.7,52.4,53.1,55.4,58.1,59.9,55.6
2005,2005141,Thailand,,764,B R,50.2,52.4,56.4,56.5,54.3,51.4,48.9,46.7,44.2,41.4,38.2,34.5,33.1,38.1,46.2,52.3,49.8
2005,2005142,Timor-Leste,,626,B,53.3,53.9,55.6,57.6,58.6,58.2,54.6,49.1,42.2,37.7,35.3,38.3,41.4,46.7,48.1,60.0,50.6
2005,2005143,Viet Nam,,704,C R,49.5,48.8,47.2,44.7,41.0,37.7,35.8,34.7,33.2,32.2,31.7,33.1,39.0,43.8,43.3,48.5,39.9
2005,2005144,LATIN AMERICA AND THE CARIBBEAN,,1830,,48.4,48.9,49.3,50.5,51.6,51.5,50.5,50.1,50.1,49.7,49.1,48.8,48.8,48.6,50.0,55.5,50.3
2005,2005145,Caribbean,,915,,47.0,47.8,48.9,48.1,48.0,48.3,48.8,49.1,49.9,50.5,49.9,49.9,48.1,47.7,48.3,50.0,48.8
2005,2005146,Anguilla,,660,B,54.1,54.0,54.0,52.9,51.9,52.0,55.0,53.0,50.2,48.1,48.9,52.5,55.6,62.5,61.8,61.8,52.8
2005,2005147,Antigua and Barbuda,,28,B,53.1,53.1,53.3,52.4,55.0,55.6,57.5,57.4,56.1,54.4,54.3,55.3,55.7,55.1,55.4,60.1,55.3
2005,2005148,Aruba,,533,B,47.1,48.4,51.9,49.4,50.0,55.1,56.0,55.0,57.0,57.6,58.2,58.4,58.8,58.4,57.3,61.7,55.3
2005,2005149,Bahamas,,44,B,47.6,49.7,51.2,48.9,49.0,50.6,48.4,48.5,47.9,46.6,45.8,44.6,47.6,48.0,53.5,46.9,48.1
2005,2005150,Barbados,,52,B,45.9,47.5,52.0,50.6,52.1,54.6,55.4,55.3,56.5,58.0,58.4,57.9,59.6,60.6,59.8,63.0,55.7
2005,2005151,British Virgin Islands,,92,B,49.2,50.4,51.7,49.1,51.2,53.3,54.3,51.0,51.1,52.7,46.0,51.7,42.2,45.3,44.5,45.0,50.7
2005,2005152,"Bonaire, Sint Eustatius and Saba",13,535,B,48.1,46.5,49.5,48.6,52.5,53.8,57.4,56.4,57.3,58.8,62.0,61.5,58.9,57.2,59.2,59.3,55.7
2005,2005153,Cayman Islands,,136,C,46.1,51.0,47.1,50.1,51.8,51.2,50.5,49.9,46.6,49.1,48.2,48.5,44.1,45.1,43.9,60.6,49.2
2005,2005154,Cuba,,192,B,44.9,48.5,46.1,47.0,53.0,52.8,59.8,64.5,68.0,67.1,64.4,64.4,55.9,49.4,53.1,54.2,56.0
2005,2005155,Curaçao,,531,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,2005156,Dominica,,212,B,50.4,48.4,47.2,47.8,47.8,45.5,48.4,47.1,47.0,44.6,44.0,43.2,44.6,45.5,46.6,55.9,47.5
2005,2005157,Dominican Republic,,214,B,44.6,44.7,45.0,42.7,39.8,38.5,37.4,37.9,38.4,38.3,37.2,36.9,35.3,33.9,33.1,35.7,39.3
2005,2005158,Grenada,,308,B,47.1,49.8,47.2,49.4,47.2,51.1,59.8,53.6,53.6,53.8,47.4,51.8,44.2,47.8,48.1,56.5,50.4
2005,2005159,Guadeloupe,14,312,B,49.7,51.0,52.2,52.5,54.4,56.7,57.9,56.9,56.2,54.7,52.3,51.0,45.5,42.6,44.5,52.5,53.7
2005,2005160,Haiti,,332,B,43.1,43.0,43.1,43.1,43.1,43.1,43.0,43.0,42.9,42.9,44.8,47.1,48.8,51.2,53.2,56.5,44.4
2005,2005161,Jamaica,,388,B,47.1,48.4,48.4,47.9,48.3,49.1,48.7,50.9,48.8,49.1,46.2,49.4,52.6,51.9,53.1,61.3,49.6
2005,2005162,Martinique,,474,B,49.9,50.2,50.9,52.3,54.4,56.6,57.7,57.5,56.9,56.0,54.9,54.2,53.5,52.9,56.4,58.1,54.6
2005,2005163,Montserrat,,500,B,47.5,45.8,43.6,42.7,43.8,45.1,50.7,48.9,51.4,52.4,51.6,51.0,43.3,48.0,56.3,67.9,48.6
2005,2005164,Puerto Rico,,630,B,49.9,48.1,49.7,50.4,51.9,53.5,54.4,54.3,53.7,53.2,52.6,52.8,51.2,51.0,52.7,54.9,52.6
2005,2005165,Saint Kitts and Nevis,,659,B,48.6,49.1,52.1,52.2,50.2,48.1,45.8,44.4,44.1,44.6,44.4,44.0,44.0,44.8,47.4,54.2,47.6
2005,2005166,Saint Lucia,,662,B,47.6,48.5,49.4,50.6,51.6,52.9,53.5,52.9,52.3,51.4,50.3,48.7,47.9,46.9,48.6,51.7,50.8
2005,2005167,Saint Vincent and the Grenadines,,670,B,47.2,48.2,49.0,48.7,49.0,50.7,51.7,51.8,51.7,52.1,52.4,53.3,55.9,55.0,51.8,52.7,50.5
2005,2005168,Sint Maarten (Dutch part),,534,B,50.1,50.1,52.8,52.2,52.0,52.2,52.6,52.6,52.0,51.3,50.2,50.3,50.3,51.9,53.7,63.2,52.0
2005,2005169,Trinidad and Tobago,,780,B,52.6,53.3,53.9,55.1,56.6,58.8,60.7,61.6,61.0,59.9,58.8,58.3,58.1,50.1,46.0,46.1,53.9
2005,2005170,Turks and Caicos Islands,,796,B,49.2,48.9,48.6,48.0,48.6,48.7,48.2,46.5,46.9,46.9,47.3,50.4,50.3,50.0,48.4,61.0,48.3
2005,2005171,United States Virgin Islands,,850,B,49.3,49.5,50.2,51.3,52.1,52.6,53.0,53.8,54.4,54.3,53.3,51.6,50.4,49.9,57.1,60.9,52.8
2005,2005172,Central America,,916,,48.7,49.5,50.0,52.4,52.3,51.9,50.5,49.5,49.5,48.9,47.9,46.4,46.7,46.2,47.9,52.2,50.1
2005,2005173,Belize,,84,B R ,55.6,54.4,53.7,53.0,50.8,52.0,50.7,48.0,46.3,45.3,45.8,44.8,46.7,42.4,39.4,44.3,49.2
2005,2005174,Costa Rica,,188,B R,49.5,50.1,50.4,51.8,51.0,50.5,50.6,51.1,52.9,52.9,50.9,47.8,48.4,46.9,47.1,50.0,50.8
2005,2005175,El Salvador,,222,B R,48.9,46.5,48.5,53.3,53.9,55.6,54.3,55.0,52.3,54.7,53.2,51.4,53.5,51.5,47.5,56.9,52.7
2005,2005176,Guatemala,,320,B R,44.4,46.3,48.5,53.6,58.5,60.8,60.4,58.0,55.3,53.1,51.3,50.4,50.3,50.3,50.2,50.4,54.5
2005,2005177,Honduras,,340,B R,51.7,52.5,52.2,56.4,56.5,52.8,47.9,44.2,42.4,42.4,40.2,41.7,42.4,44.0,41.6,44.5,48.2
2005,2005178,Mexico,,484,B R,48.9,49.5,49.9,52.6,52.6,52.0,49.1,47.3,47.1,46.5,46.1,45.4,45.5,46.2,49.5,54.9,49.5
2005,2005179,Nicaragua,,558,B R,47.8,49.0,49.7,51.7,53.5,50.8,49.8,50.6,47.7,45.0,42.5,44.9,45.6,40.9,43.7,48.1,49.1
2005,2005180,Panama,,591,B,49.0,49.2,49.8,50.6,51.3,51.2,50.5,49.6,49.1,48.6,48.0,47.3,46.0,45.1,45.8,46.6,49.1
2005,2005181,South America,,931,,48.9,48.8,49.0,50.5,52.7,52.6,51.1,50.7,50.4,49.6,49.1,49.0,49.1,49.0,50.4,56.5,50.8
2005,2005182,Argentina,,32,B,49.6,49.2,49.0,52.0,55.5,55.4,53.9,54.4,54.2,53.7,51.6,50.8,50.8,51.4,54.0,59.7,53.7
2005,2005183,Bolivia (Plurinational State of),,68,B,48.4,48.7,48.9,50.6,48.8,48.2,47.3,46.7,46.0,44.9,45.0,44.9,44.9,48.5,50.5,52.0,48.0
2005,2005184,Brazil,,76,B,48.6,47.1,49.8,49.5,49.6,48.4,43.7,41.6,40.4,39.1,42.8,43.4,45.0,43.6,45.5,54.9,46.3
2005,2005185,Chile,,152,B,49.3,50.2,49.9,50.5,54.2,55.3,53.6,52.0,52.6,52.6,50.6,48.5,49.6,48.7,50.2,58.8,52.4
2005,2005186,Colombia,,170,B,49.0,49.4,49.9,51.8,53.0,50.7,47.1,42.7,41.9,43.7,45.0,43.1,44.6,46.9,46.9,46.9,48.2
2005,2005187,Ecuador,,218,B R,47.8,48.4,49.1,49.5,49.6,49.2,49.1,49.0,48.7,47.5,46.4,46.4,47.9,49.6,49.6,49.6,48.7
2005,2005188,Falkland Islands (Malvinas),15,238,B,45.1,43.3,42.9,46.3,48.0,48.4,52.8,45.7,43.4,34.9,27.7,20.8,24.3,22.7,23.1,25.0,42.1
2005,2005189,French Guiana,,254,B,49.2,46.8,40.3,41.8,49.3,50.8,46.7,48.0,51.2,55.5,62.1,71.3,61.5,59.2,75.4,75.4,50.6
2005,2005190,Guyana,,328,B,52.0,49.8,48.1,49.5,51.9,51.1,47.2,42.9,40.7,39.6,38.2,36.3,36.5,36.2,36.1,36.4,46.5
2005,2005191,Paraguay,,600,B,47.8,48.1,48.8,49.4,49.7,49.4,48.7,47.8,46.9,45.9,45.2,44.9,45.2,46.4,49.1,51.1,47.9
2005,2005192,Peru,,604,B,48.6,48.6,48.9,50.1,52.7,50.1,50.6,47.7,45.8,46.4,46.3,48.8,52.5,54.5,55.2,60.2,50.0
2005,2005193,Suriname,,740,C,46.4,46.6,48.0,48.3,46.2,49.7,45.1,42.2,44.4,42.8,39.9,49.5,32.8,42.9,48.7,60.5,45.5
2005,2005194,Uruguay,,858,B,50.2,47.6,48.9,48.3,50.5,55.6,56.5,57.1,57.5,54.0,53.1,51.8,52.4,52.0,53.2,61.1,54.3
2005,2005195,Venezuela (Bolivarian Republic of),,862,B,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2005,2005196,OCEANIA,,909,,49.1,49.0,49.0,48.8,49.0,50.8,51.5,51.3,51.1,49.9,50.5,49.0,48.5,48.5,49.3,56.1,50.4
2005,2005197,Australia / New Zealand,,927,,48.6,48.8,48.9,48.7,49.0,50.8,51.5,51.5,51.4,50.2,50.8,49.2,48.8,48.7,49.4,56.2,50.6
2005,2005198,Australia,16,36,B,48.7,48.8,49.0,48.6,48.7,50.4,51.0,51.1,51.2,50.1,50.8,49.1,48.7,48.5,49.4,56.2,50.4
2005,2005199,New Zealand,,554,B,48.3,48.7,48.6,48.8,50.6,53.1,54.3,54.1,52.8,51.4,50.6,49.6,49.7,49.6,49.4,55.7,51.5
2005,2005200,Melanesia,,928,,51.4,50.4,48.0,46.1,45.8,46.3,46.0,44.6,43.3,42.1,40.9,40.7,41.2,41.3,43.0,45.1,44.6
2005,2005201,Fiji,,242,B,49.4,46.8,44.1,41.9,45.8,50.9,53.7,50.3,47.6,46.1,45.0,44.4,44.4,44.1,43.9,44.3,47.2
2005,2005202,New Caledonia,,540,B,47.6,47.8,47.9,47.6,47.3,47.3,47.3,46.7,46.1,45.5,44.7,44.1,43.8,43.4,44.6,44.9,46.0
2005,2005203,Papua New Guinea,,598,C R,54.2,53.6,48.9,45.5,42.6,40.2,38.6,37.5,36.1,34.2,32.4,31.3,31.2,32.0,34.7,39.7,40.5
2005,2005204,Solomon Islands,,90,B,50.3,49.7,47.0,46.6,47.2,48.8,45.3,41.1,38.9,37.0,36.5,39.0,40.8,43.8,47.2,68.6,44.1
2005,2005205,Vanuatu,,548,B,54.8,54.3,52.9,50.3,50.5,54.3,53.3,49.2,46.7,44.8,45.4,44.3,44.4,44.2,41.7,55.0,50.1
2005,2005206,Micronesia,,954,,50.9,51.3,51.9,53.4,50.6,53.3,54.7,50.8,49.7,46.0,46.0,43.5,43.9,47.4,49.3,54.4,50.3
2005,2005207,Guam,,316,B,48.3,49.4,49.4,48.9,45.7,49.5,49.2,47.3,47.8,46.9,49.3,49.9,48.3,47.8,48.1,50.5,48.4
2005,2005208,Kiribati,,296,B,47.9,46.5,46.3,51.0,48.2,46.8,47.2,46.2,48.0,45.2,37.5,39.4,44.7,42.3,35.3,80.0,47.2
2005,2005209,Marshall Islands,,584,B,41.9,42.6,43.0,41.7,41.1,39.8,41.4,37.3,36.3,33.9,32.0,28.7,24.7,38.5,41.2,54.2,38.6
2005,2005210,Micronesia (Fed. States of),,583,B,50.5,50.5,61.4,63.4,66.3,61.6,51.5,37.0,31.6,30.1,30.9,34.3,36.4,37.7,35.7,33.3,46.1
2005,2005211,Nauru,,520,C,48.6,45.8,42.7,43.3,46.5,49.7,49.8,48.5,47.3,46.9,44.1,41.3,41.9,41.7,41.2,54.7,46.4
2005,2005212,Northern Mariana Islands,,580,B,55.5,59.2,62.9,66.0,65.9,65.5,67.9,60.4,56.3,46.9,41.8,32.8,34.2,49.3,65.3,83.1,57.4
2005,2005213,Palau,,585,B,51.8,50.2,53.9,61.7,40.9,36.8,34.7,34.3,36.0,41.5,46.8,35.1,23.3,35.3,21.1,4.3,40.1
2005,2005214,Polynesia,17,957,,50.3,49.4,48.6,48.9,48.7,49.2,48.0,45.7,43.2,43.9,41.0,41.5,39.2,39.6,39.2,43.3,45.9
2005,2005215,American Samoa,,16,B,50.1,47.7,49.7,50.3,49.4,50.3,50.2,48.0,45.6,47.5,45.8,45.8,47.3,49.2,49.2,49.4,48.4
2005,2005216,Cook Islands,,184,B,48.6,47.9,47.5,48.3,48.8,49.0,49.8,44.1,42.4,42.2,42.5,43.9,43.2,56.0,54.3,55.2,47.4
2005,2005217,French Polynesia,,258,B,51.7,50.8,48.4,48.7,47.2,47.7,45.0,43.6,41.4,42.5,38.5,39.2,34.2,32.3,30.3,35.3,43.0
2005,2005218,Niue,,570,B,54.4,50.0,47.5,46.2,46.5,47.5,57.7,37.1,29.6,28.6,31.3,33.3,36.4,50.0,25.0,50.0,46.0
2005,2005219,Samoa,,882,B,50.3,49.2,47.0,46.4,49.6,55.1,57.9,54.2,46.1,39.6,38.4,40.5,44.8,50.0,57.1,66.2,48.8
2005,2005220,Tokelau,,772,B,48.4,48.7,52.4,51.4,52.0,47.4,42.9,36.4,37.5,28.6,40.0,25.0,50.0,50.0,66.7,66.7,48.4
2005,2005221,Tonga,,776,B,48.7,49.3,49.3,48.4,47.8,47.0,46.7,45.0,40.8,36.9,36.4,39.9,45.8,40.2,43.5,54.7,46.0
2005,2005222,Tuvalu,,798,C,61.5,50.0,50.0,47.1,50.0,45.5,50.0,44.4,37.5,18.8,23.1,37.5,28.6,80.0,66.7,71.4,45.0
2005,2005223,Wallis and Futuna Islands,,876,B,50.7,51.1,49.6,50.3,49.5,48.2,49.6,48.7,49.0,48.0,49.1,48.1,46.2,54.2,54.5,100.0,49.5
2005,2005224,EUROPE AND NORTHERN AMERICA,,1829,,48.9,48.7,48.0,47.6,48.9,49.3,49.3,49.4,49.7,50.8,52.3,52.4,53.4,54.8,57.2,61.4,51.1
2005,2005225,EUROPE,,917,,48.7,48.6,48.5,48.7,51.0,51.0,50.1,49.7,49.8,50.9,52.5,52.0,52.6,54.1,56.7,62.3,51.6
2005,2005226,Eastern Europe,,923,,49.0,48.7,48.7,48.8,48.7,48.8,49.0,49.7,50.5,51.4,52.5,54.0,55.8,58.5,61.8,64.1,52.6
2005,2005227,Belarus,,112,B,47.4,48.7,50.0,51.1,52.6,53.0,52.5,52.0,52.6,52.9,52.3,52.6,56.7,55.3,59.3,67.1,54.2
2005,2005228,Bulgaria,,100,B,48.3,45.7,47.1,46.9,44.0,49.9,51.1,53.3,58.7,65.5,68.0,67.2,65.5,57.7,61.1,60.6,56.5
2005,2005229,Czechia,,203,C,40.4,39.7,39.8,41.3,42.9,41.1,37.1,37.6,40.6,44.5,43.7,42.3,43.3,45.9,50.7,58.6,43.7
2005,2005230,Hungary,,348,B R,47.9,47.4,47.5,47.8,48.6,51.0,49.5,48.9,49.0,50.3,52.1,52.9,55.3,56.0,58.8,63.5,52.5
2005,2005231,Poland,,616,B,52.1,52.7,53.6,53.7,53.6,53.8,54.0,53.4,52.0,51.5,52.7,55.6,57.5,59.5,61.9,64.0,58.9
2005,2005232,Republic of Moldova,18,498,B,50.5,50.8,51.2,51.8,52.4,52.9,54.1,56.2,58.6,59.6,60.4,61.8,63.7,66.0,69.8,72.3,60.3
2005,2005233,Romania,,642,B,49.7,48.8,48.6,52.2,49.2,48.4,41.9,35.7,32.9,34.7,38.0,48.0,53.2,55.9,58.0,64.0,51.7
2005,2005234,Russian Federation,,643,B,48.1,48.1,48.0,47.8,47.5,47.2,47.2,47.5,48.1,49.1,50.6,52.5,54.7,57.4,59.9,61.4,50.2
2005,2005235,Slovakia,,703,B,48.0,48.2,48.4,49.2,50.4,51.8,52.3,51.9,51.6,52.7,54.6,56.7,58.0,59.6,61.3,62.6,55.0
2005,2005236,Ukraine,19,804,B,50.1,50.1,50.4,51.1,52.2,53.4,54.5,55.5,56.1,56.6,56.8,57.2,58.1,60.9,65.2,67.9,57.1
2005,2005237,Northern Europe,,924,,48.8,48.6,48.3,48.9,53.2,52.8,51.2,50.5,50.4,51.3,52.9,52.8,52.3,53.4,58.1,63.3,52.4
2005,2005238,Channel Islands,20,830,B,49.1,49.8,50.8,53.1,55.1,54.5,53.0,52.2,51.4,50.4,49.7,49.7,53.4,52.1,54.6,62.4,52.6
2005,2005239,Denmark,,208,B,50.9,50.3,49.9,52.3,54.4,53.5,50.1,47.8,48.2,49.2,49.3,50.1,56.7,55.2,59.7,71.0,51.6
2005,2005240,Estonia,,233,B,51.9,50.4,49.9,50.2,51.1,51.2,52.5,53.2,54.1,55.2,56.1,57.6,59.6,62.7,66.4,75.2,59.7
2005,2005241,Faroe Islands,,234,B,48.7,46.9,49.4,43.9,46.8,48.8,44.7,46.3,46.3,43.8,43.7,40.6,42.3,59.3,46.4,64.8,46.5
2005,2005242,Finland,21,246,B,48.8,49.6,48.0,48.0,50.9,49.4,48.3,47.6,50.3,50.0,46.0,46.1,53.0,56.6,62.1,72.5,49.8
2005,2005243,Iceland,,352,B,48.5,49.2,50.2,51.6,52.4,51.1,49.1,49.2,49.5,48.9,48.7,50.4,56.6,65.2,72.1,83.3,51.3
2005,2005244,Ireland,,372,B,47.0,46.2,46.4,47.4,51.5,48.8,46.0,45.5,45.3,45.8,46.3,47.1,47.5,47.9,48.9,55.9,47.4
2005,2005245,Isle of Man,,833,B,46.0,47.1,47.8,48.6,50.2,50.8,50.2,50.1,50.3,49.8,49.4,49.8,53.2,52.3,55.1,58.3,51.3
2005,2005246,Latvia,,428,B,45.6,48.0,48.0,48.4,49.1,49.6,50.9,52.8,54.1,54.8,55.4,56.9,59.1,61.5,64.9,72.9,58.9
2005,2005247,Lithuania,,440,B,42.7,41.4,45.2,46.8,45.9,44.9,46.5,46.5,48.6,48.7,51.6,52.1,54.6,56.2,60.8,69.3,53.2
2005,2005248,Norway,22,578,B,51.7,52.3,50.5,50.6,53.6,53.6,51.6,49.6,48.3,47.1,47.8,48.9,51.0,53.5,59.5,69.2,51.1
2005,2005249,Sweden,,752,B,54.4,49.6,48.9,48.6,51.3,51.9,52.6,51.4,49.3,50.4,51.8,52.1,49.3,51.8,57.9,66.1,52.2
2005,2005250,United Kingdom,,826,B,48.4,48.5,48.1,48.7,53.7,53.5,51.8,51.2,51.3,52.2,54.0,53.2,51.0,51.7,55.9,58.9,52.4
2005,2005251,Southern Europe,,925,,47.7,48.0,47.8,47.7,49.7,50.3,49.2,48.7,49.9,52.0,54.8,56.6,57.7,57.6,57.9,62.1,51.3
2005,2005252,Albania,,8,B,50.0,49.2,49.7,53.3,55.4,47.6,48.3,41.5,37.0,38.9,41.3,43.1,42.3,46.9,49.8,61.7,49.0
2005,2005253,Andorra,,20,C,51.0,50.3,50.2,50.5,50.0,48.1,47.1,45.6,45.3,46.2,47.1,48.2,48.6,47.4,47.4,47.4,47.4
2005,2005254,Bosnia and Herzegovina,,70,I R,44.8,45.1,45.6,47.6,51.4,54.3,54.9,54.0,53.6,53.3,53.1,53.0,55.0,54.9,56.6,57.0,52.5
2005,2005255,Croatia,,191,B R,48.7,49.3,49.0,49.0,50.8,52.6,52.1,52.5,52.3,52.4,52.6,52.3,53.2,53.4,56.1,64.7,53.1
2005,2005256,Gibraltar,,292,B,56.5,58.3,57.0,54.4,50.9,52.5,53.5,51.4,48.6,46.7,44.0,42.1,42.1,42.2,41.6,41.0,50.9
2005,2005257,Greece,,300,B,51.7,50.8,49.5,49.1,48.5,48.1,46.1,46.1,48.2,51.0,54.8,58.4,59.1,61.4,64.1,68.1,50.6
2005,2005258,Holy See,23,336,I,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.3
2005,2005259,Italy,,380,B,48.2,48.8,48.6,48.2,54.4,55.1,51.6,49.7,51.0,54.7,60.7,63.2,65.9,65.8,63.3,70.3,54.0
